PC1,PC2,PC3,PC4,PC5,PC6,NP_CCC
-1.537478785,0.285914941,0.176134251,-2.489648303,-1.733218213,0.608936077,0
-1.596171693,-0.3282512,-0.33843536,-2.105720367,-1.783511083,0.208209402,0
-1.356343423,0.384098664,0.381800646,-1.496105353,-1.762171808,0.510337768,0
-1.808825037,-0.307507468,-0.229541021,-2.233460469,-1.506438435,1.162627815,0
-0.389222562,1.017138108,1.707583456,-2.907534592,-2.694612962,-0.418489817,0
-1.127321926,-0.234314706,0.16805056,-1.582576464,-0.765456708,-0.357782525,0
-1.609759402,0.616915465,0.427828177,-1.753561754,-2.347917577,0.800677891,0
-1.569528673,0.405760935,-0.185336341,-1.62775007,-2.645811052,0.571219912,0
-0.721603088,0.61737548,0.87352971,-1.60341278,-2.696248744,-0.030135637,0
-0.634969104,0.869889845,1.799872217,-2.387149944,-3.809085194,0.253751774,0
-0.668589152,-0.70809156,0.643185814,-1.881315443,-2.987542316,-0.127440841,0
-1.28127441,0.308610872,0.3471052,-1.836548765,-2.159095038,0.242082073,0
-1.28127441,0.308610872,0.3471052,-1.836548765,-2.159095038,0.242082073,0
-1.108789761,0.186644812,0.667091753,-1.558621811,-2.238207395,0.135457217,0
-1.549204735,-0.485223143,-0.232328905,-1.437361732,-1.56559693,0.351530142,0
-1.15913767,-0.037016073,0.268704288,-1.713378158,-1.609450265,-0.204085555,0
-1.345027712,-0.075633423,0.236020953,-1.911078676,-1.697883662,0.311790666,0
-1.021880068,-0.556012198,0.321126093,-2.054758231,-1.689380256,0.002137225,0
-1.798529026,1.486295484,0.426906434,-2.916003021,-2.798529252,3.39478129,0
-2.082301205,0.729260639,-0.613285446,0.050574862,-1.57176038,1.254004195,0
-0.76928322,0.537166975,1.433890933,-3.386156007,-3.27247439,1.365945005,0
-1.499485868,0.634020996,0.550807239,-2.97519992,-3.039160769,3.0579264,0
-0.799857948,0.714561943,0.867219751,-3.225662643,-3.353389125,1.26436041,0
-2.399223989,-0.835544097,-0.73587604,-1.343000613,-0.09612025,2.192434726,0
-1.851138818,-0.713928331,-0.836777329,-1.280819349,-1.921005796,2.492344591,0
-0.844810245,0.415504591,1.852824178,-3.331361232,-4.237483953,3.06843929,0
-1.494166643,0.496295844,1.179821196,-0.772077108,-1.739006547,1.220751141,0
-2.904776097,-1.697843408,-1.224696542,-3.04961142,-0.342112702,5.255268356,0
-0.539142878,0.477844958,2.003243779,-2.208977579,-2.993651326,2.214487427,0
-2.181069472,1.209704987,0.765920616,-1.791622737,-2.497668268,1.728296926,0
-0.849279851,1.109802305,1.734112675,-1.974098325,-3.700485216,2.612743074,0
-1.863303269,0.267820608,0.132714318,-1.823859667,-1.97621766,2.452863329,0
-1.863303269,0.267820608,0.132714318,-1.823859667,-1.97621766,2.452863329,0
-2.927581118,0.847803839,-3.592848449,6.493969334,-2.056920035,2.362324192,0.45
-1.96890396,1.195110611,0.195687085,-1.464735734,-2.387938004,2.789083826,0.9
3.840007759,-0.199579951,1.149221211,-1.318512166,-3.750989402,-0.996153804,1
-2.491676629,4.130673417,1.578410275,0.124220828,2.213935438,-0.041827621,1
-2.499686068,-1.92451565,-2.875260497,-1.395352855,1.080787396,-1.041028591,1
-2.139195239,-1.818792085,-2.350195666,-1.704061132,0.60576883,-1.305950762,1
-2.601327807,-2.641945834,-3.026446948,-1.579868006,1.795696884,-0.606876244,1.037297246
-2.415953897,-2.495745387,-2.875087833,-1.319095704,1.399888776,-0.647775879,1.886500303
-2.101669101,2.880103644,1.202417877,0.146675203,0.092413493,-0.775569475,2
-2.468321733,-2.560971202,-2.891417731,-1.486024404,1.544368787,-0.656332818,2.56841318
-2.781976106,4.789256411,1.872623407,-0.018034001,2.650292601,0.357829024,2.6
-2.104468495,2.781145741,1.168593462,0.18328322,0.129036412,-0.782343347,3
-2.664173196,-2.747407353,-3.173665062,-2.170418142,1.845284936,-0.498479782,3.271436054
-2.644207251,-2.626458984,-3.124898962,-1.441635838,1.815747134,-0.564171192,4.135430036
-2.226486978,-0.268498585,-0.974351785,-1.141597156,-1.66838205,0.85944759,4.7
-2.441483094,-2.525586257,-2.877125374,-1.400237278,1.467934689,-0.649192538,4.907321374
4.917984242,1.835139785,-2.219773218,0.741071463,2.285053124,0.385866417,5
-1.884728395,2.199484104,0.982729072,0.236000237,-0.080527892,-1.011053287,5
-2.320528373,2.987352038,1.050531604,0.258319334,0.412102224,-0.693092084,5
-2.68527926,4.6469049,1.060746584,0.069461947,2.775010999,0.293766784,5.1
-0.54611013,2.074091209,2.865838394,0.651223186,-0.932337639,-3.151887725,8
-2.54172864,-2.461588738,-2.787533373,-1.644934579,1.758588972,-0.758364872,8.277914859
2.225236232,3.514833687,-3.259276055,9.833044827,-6.042623206,-15.70406106,10
-2.083214063,3.023460133,1.248009078,0.295570393,0.818074923,-0.609758508,10
-2.934206255,4.628230766,1.320533314,0.136868382,2.810461097,0.195298685,10.2
-2.78044079,-2.714144091,-3.267910531,-1.543236489,2.073879717,-0.520079175,10.65958245
-3.024433884,-1.056002617,-0.863734914,-0.73647857,-1.531696461,5.216899942,12.5
-2.67510987,-2.718822113,-3.324606585,-2.212822691,1.896772729,-0.698979346,12.71038876
-2.374147538,-0.979524086,-1.079958302,-0.59373406,-0.071495316,1.335488314,12.85
-2.594415583,-2.449698313,-2.891530117,-1.498549876,1.779658946,-0.705967662,14.98888368
12.49779114,2.154660067,-5.590253821,1.180636904,5.514067045,1.663644639,15
-0.482148084,3.090838045,-0.111272372,0.237465677,0.809456513,0.331077775,15
-2.35699184,1.117164168,-3.224121057,5.879189337,-2.664105965,1.291504521,15
-0.798526223,0.812360742,-1.56118142,0.864706424,1.15983605,0.288357957,17
-2.06549722,0.590114307,-0.120941027,-1.591583475,-0.697589279,1.799107612,17.8
-0.132205634,0.804763309,-1.255770696,0.388280368,0.688244639,0.864092103,18
-2.756854711,-2.559459575,-3.032644787,-1.690181227,2.119412104,-0.673152292,21.25166183
-2.619589934,-2.480453522,-2.901765964,-1.584139072,1.859379376,-0.713084679,25.45335354
-2.863590263,1.812042476,-3.236939844,5.473868911,-0.356347369,1.75900427,26.25
-2.86772822,0.819800911,-4.014789034,5.949709245,-1.656062536,1.355211027,28.5
-2.685677199,3.266127199,0.713286868,0.619621741,1.699792626,-0.440689571,30
-3.047802235,0.370814878,-4.029552092,5.744779083,-1.541523995,1.848454712,31.5
4.224729183,1.368032471,-3.490910493,1.000917396,2.352516694,-0.203185209,33
-2.973573528,0.542582045,-4.446706234,5.710973714,-1.37346528,1.049229156,33
-2.809145377,1.002269856,-4.049071372,6.109160931,-1.722998881,1.184033943,33.25
-2.959226098,0.67125289,-4.10577928,6.047970834,-1.65875338,1.591622804,36
-2.493704476,1.017843186,-3.423110232,5.912169854,-2.436569686,1.355146732,36
-2.918127807,-2.797846627,-3.413159109,-1.638235799,2.33783127,-0.469190001,39.24958964
-2.970930687,0.523244991,-4.214960523,6.115653687,-1.822843656,1.568026913,40.5
-3.299320878,0.987773166,-4.116295749,5.905138059,-1.170422206,1.794073227,42.75
-3.273956391,1.024108713,-4.117219625,5.884179335,-1.162162569,1.522297454,45
-3.398386615,1.181425,-4.137694789,5.876210729,-0.990323444,1.5072564,45
-3.659872645,1.322742717,-4.139318409,5.781161211,-0.663838671,2.014412603,47.5
-2.383196773,2.470303191,0.735270024,0.480280014,0.658706441,-0.768183246,50
-2.590535601,3.419500545,1.037670692,0.506974299,1.55073717,-0.347925804,50
-2.936840286,-2.626087423,-3.265190025,-1.654515954,2.400023371,-0.585100264,53.15384367
-3.18905892,-2.708764559,-3.605017725,-1.557890631,2.774088128,-0.452390344,54.35526443
-3.011652092,-2.644380232,-3.374936399,-1.596085275,2.497161635,-0.541414821,56.81878226
-3.066925461,-2.885991184,-3.569534595,-1.730018212,2.614006289,-0.410957247,57.11201147
-3.069797757,2.667194461,-0.074723049,0.87416761,1.643702434,-0.688271067,60
-3.075716571,2.567632478,-0.112161599,0.912337177,1.684869632,-0.693526043,60
-2.595624292,3.318012283,1.000075431,0.545229247,1.590293445,-0.354036398,60
-3.65779652,0.031287057,-5.287181077,7.100042008,-0.644582665,1.944542515,60
-1.176327388,-1.72103958,3.294882415,1.822186696,2.926443957,-0.025959008,85
