PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NP_CCC
6.252991011,-1.199890157,0.868228401,-0.444006053,2.769278989,-0.703837667,0.572559864,-0.90976282,-0.003082078,-1.395516273,0
5.695901299,-1.186994619,0.321383258,-0.187216425,2.673784075,-0.015995295,-0.673521574,-0.733898379,-0.121884233,-1.044843787,0
12.06144382,-1.902652725,-1.481331572,-0.445462195,0.078873271,-0.103037679,-0.885102154,-0.527850297,-0.161041189,-0.128881572,0
11.02665816,-1.799162108,-1.44300716,-0.097025029,0.307147015,0.955597226,-0.05018905,0.028030675,-0.222203392,0.219022981,0
11.62157858,-0.652397808,-1.962691839,-0.200470086,-2.051923165,0.463659533,-0.568501588,-0.175487959,0.0497187,-0.44583005,0
9.142023723,-1.927689318,-1.415574992,-0.316162133,-0.314226505,0.154389932,-0.851790731,-0.067393241,-0.139217705,-0.483417234,0
5.469619032,-0.912724492,-0.09002317,-0.297965694,1.811036476,0.027003732,-0.227246326,-0.317542765,0.290175827,-0.811553197,0
13.88455006,-2.397783617,-2.445046365,-0.392617749,-1.82225097,0.476896696,-0.170554307,0.893121074,-0.09592957,1.101403825,0
7.328738701,-0.834583111,-0.535122154,-0.550578996,0.469736395,-0.617781111,-0.512424766,-0.599764595,0.211612583,-1.065471707,0
7.939216706,0.403273493,0.227467703,-0.618584681,1.077565968,-0.207759876,1.006664137,0.295974429,1.259933754,0.274819755,0
10.87759722,-0.396714888,-0.360436575,-0.169929776,1.567396608,0.743200113,1.2571836,0.090840198,0.108346427,0.672826874,0
1.819501597,1.10598939,4.998452844,1.308124109,2.572967823,-0.403787318,0.684451441,-0.124020052,0.167512954,-1.292787384,0
2.086969717,1.59695958,6.209064963,1.907802769,2.357336923,-0.421357967,0.425372006,0.18710409,-0.090540712,-1.240475483,0
1.588756385,0.6687833,3.204654523,0.404784555,3.138881145,-0.365062081,0.638576886,-0.542322017,0.727541882,-1.35213535,0
1.92879501,-2.303444255,0.079063092,-0.454245921,3.002728099,-0.57356049,-1.807237961,-1.390159095,-0.228799954,-2.298440785,0
1.253043142,-0.724638265,-0.280522934,0.304799538,2.192900018,1.72440248,-0.088813553,-0.050872387,0.166792576,-1.419907478,0
11.75002154,-0.538279651,-1.163011084,-0.878419333,-0.387230422,-1.104127807,-0.930860032,0.070942199,-0.013845629,0.6477593,0
1.201554307,0.749166866,-0.535547192,0.690821822,1.724771425,2.774662296,0.247338884,-0.04977968,0.684460458,-1.325460563,0
1.311270328,0.190041079,-0.505428309,0.611172491,1.530001383,2.664985295,0.248712426,0.105765299,0.221682854,-0.857963143,0
2.536098935,-1.219949463,1.335020102,-0.282671901,3.851371399,-0.682831835,-0.448156109,-0.517115076,0.541747019,-1.536162792,0
-0.097756675,-1.420302904,-1.344277054,-0.158612309,-0.863952139,0.36806869,-2.239478552,0.164101817,0.028609289,-2.077685621,1
6.490690983,0.752872733,0.839360359,-0.337022997,1.374881405,0.491583079,1.704888901,-0.083907123,0.655894758,0.922105304,0
2.028654666,0.288851689,3.044878447,0.085878083,3.79306409,-0.385100862,3.080896265,-1.28684528,0.467289825,-2.232803111,0
2.157004011,0.423036658,1.48519251,1.070608684,1.052717241,1.618349951,-0.274854205,0.246000776,0.246229816,-0.714499837,0
-0.762566486,-1.389376215,0.207884128,0.652188793,2.758471743,2.239966918,0.087968533,0.137329746,0.168602175,-0.964176869,0
-0.330465036,-2.264312389,1.425477843,1.125874542,2.064652603,2.226333434,1.354999778,-0.043203738,-0.193716545,-0.220139114,0
4.381085252,-0.656118075,-0.639243085,7.46733876,2.372756345,-1.122050828,3.025570845,0.222914194,-4.861766444,2.831466669,0
10.99656216,-2.021122261,-1.677454199,-0.072046383,0.149952765,1.368225258,0.591119005,0.725104998,-0.157148992,0.895968177,0
3.813293867,0.487395116,-6.834580623,17.61004687,5.815459671,-5.915427125,6.407614961,0.508786077,-17.87820443,9.984082989,0
11.66817813,0.160458666,-1.325806771,-0.136668939,-0.425074013,1.084189307,1.076090187,0.351056571,0.264347983,0.762661049,0
6.502132794,-0.544241654,-1.519386812,0.225017414,0.056074721,1.918465256,-0.163825931,0.36929841,0.233778317,-0.027157747,0
6.361791215,-1.669210412,-1.30798531,0.419929641,1.012221354,2.436155744,0.222318683,0.552090177,-0.171937724,0.24084391,0
14.91284125,-1.566016188,-2.935923769,0.144407604,-1.654535998,2.204424066,0.169535854,0.861613589,-0.25560847,1.694023876,0
4.466085099,-1.583777076,-0.961273017,0.418098953,1.513067976,2.353170938,0.162619529,0.464942943,-0.161190479,-0.058809627,0
3.179956385,1.606098383,-0.628969126,-0.000914419,0.944526472,1.06173685,-0.418325084,-0.227018879,0.835732098,-1.108586502,0
14.66527427,0.087598773,-2.973382493,0.267312056,-4.09341084,2.267960737,1.90137683,0.482287919,0.222416503,-0.063947877,0
5.515205483,-1.045612857,2.001348608,-0.930295228,4.395532201,-2.327140895,0.246472721,-1.231328771,0.553054875,-1.432863521,0
17.41010728,-2.192478847,-1.614920062,-0.974009166,-0.397391029,-0.956573945,0.526951911,0.851254317,0.199917201,2.229342197,0
4.543604517,0.563473795,-0.369503088,-0.449840788,1.602001534,-0.074039915,-0.80928455,-0.80530139,0.562058257,-0.99903501,0
5.686419837,-0.744737874,2.212064283,-1.309097637,3.885615573,-3.221937059,0.642426322,-1.232289932,0.539444512,-1.449887599,0
12.82241715,0.564605477,-3.695540599,-0.135558525,-3.267755823,1.73674504,-0.575240001,0.252008527,0.567895304,0.370584249,0
3.482382592,0.428931891,-0.382526913,0.390691789,2.12144524,1.599451059,-0.524692636,-0.895875303,0.935633387,-1.967823316,0
13.68011859,-0.742131244,-3.588679952,0.391410967,-2.947456788,2.669343915,-0.260863929,0.625205439,0.243814067,0.368176024,0
3.47926153,2.161171886,-0.09510046,-0.050043597,0.500341561,0.969590817,1.504655573,-0.273307816,0.86429589,-1.428071583,0
5.418367794,0.004348675,-3.208516726,0.750751402,-2.426013524,3.707879228,-0.664154795,0.449312146,0.208529584,-0.604560862,1
6.118047884,-0.697066515,-2.598893962,0.290195407,-2.572981409,1.983388148,-1.350764422,0.538653991,0.20902579,-0.482017436,1
3.059268451,0.417882549,-0.208594306,0.078885168,0.136343127,0.842595784,0.474265921,-0.145111491,0.71211433,-1.581927408,0
2.719080263,0.539562833,-0.557811036,0.205723276,-0.148605723,1.410654463,0.338292269,-0.309880038,0.061978589,-1.735399649,0
3.880654639,0.896243538,0.377845174,-0.703250391,0.566780071,-1.180752188,0.424399619,-0.317703306,0.92876165,-1.604336645,0
5.626732595,0.640346657,1.370974209,-0.318082939,2.564383782,-0.263625858,2.216179162,-0.479945186,0.501447906,-1.056791057,0
4.756569636,-0.252607896,1.157739022,-0.343550889,4.54574244,-0.0546775,0.799857795,-0.316985235,0.503996742,-0.323616045,0
15.88981863,-2.601069996,-2.081237651,-0.444238922,-0.832018337,-0.128124385,-0.555466849,-0.007365736,0.406997049,0.452993307,0
15.19336719,-1.872825173,-2.326966759,-0.236381827,-1.729963734,0.766480652,0.798519041,-0.11691374,-0.036488304,-0.163836435,0
14.92858102,-0.631790429,-3.353037901,-0.157612588,-2.407068716,1.83033186,0.633118896,1.007305431,0.245784766,1.451388926,0
2.807547767,-0.258243519,-0.822486523,0.236880002,1.067223942,1.552904784,-0.319238393,-0.046491757,0.573910098,-1.502052391,0
0.640645778,1.86084064,0.585679877,-0.70459429,2.391921013,0.092354059,-0.040333843,-0.021696244,0.806080817,-1.222531485,0
7.328738701,-0.834583111,-0.535122154,-0.550578996,0.469736395,-0.617781111,-0.512424766,-0.599764595,0.211612583,-1.065471707,0
7.939216706,0.403273493,0.227467703,-0.618584681,1.077565968,-0.207759876,1.006664137,0.295974429,1.259933754,0.274819755,0
0.596578977,-0.221942091,-0.862797025,0.52190624,1.19544861,2.48582565,0.260461475,0.386085931,0.830589459,-1.338439301,0
1.36210951,1.35765104,1.400705822,2.327918493,4.231132369,-2.803774426,0.191662387,-2.244795282,4.99052051,-1.144950484,0
2.247701949,3.50231103,7.924597733,2.740025681,-1.27757449,0.364875479,-1.075294192,0.579170284,-0.27241323,-0.021415834,0
1.862481684,3.578600203,6.722547756,2.801118347,-0.985434367,1.560826325,-0.710830497,0.499257704,-0.387202437,-0.182410864,0
2.048907635,3.541454234,7.30717352,2.771900179,-1.129126493,0.980153652,-0.887521342,0.538735641,-0.331100089,-0.104212407,0
2.534727202,3.445196084,8.81011153,2.692548197,-1.486842362,-0.521538927,-1.347645523,0.635575535,-0.190208763,0.098575063,0
2.06936345,4.244254438,7.65262396,2.087063472,-1.425822674,-0.587024451,-0.940993872,0.744589457,-0.154482119,0.504636028,0
2.158535033,3.873730608,7.788598638,2.413682679,-1.35251237,-0.111012953,-1.008537222,0.661665249,-0.213421822,0.241263269,0
2.383020877,2.936785717,8.131057647,3.23481414,-1.160610601,1.086961749,-1.175069096,0.45481793,-0.362054072,-0.418728239,0
-0.0332928,1.621870691,5.584472237,2.407696973,-2.697801592,1.172540018,-1.7877515,1.198606024,-1.105626834,0.4876557,1
0.623553465,2.372089417,6.275150368,2.558069039,-2.454864294,1.035967938,-1.536241532,1.013816386,-0.818031924,0.286715693,0
1.174892091,2.844688575,6.843151409,2.643196647,-2.126806185,0.848335172,-1.360559938,0.863497021,-0.613486562,0.159650088,0
3.011373425,3.82926534,8.679971486,2.771817707,-0.557874476,-0.041660398,-0.901780396,0.38129983,-0.058453554,-0.115894028,0
2.453530906,2.838209447,7.35240691,2.25504859,0.320577633,0.010924495,-0.911702604,0.258739478,-0.082368114,-0.135352586,0
2.637492257,3.658762471,8.767140454,2.055760204,-1.928762001,-1.338029356,1.147488879,0.028782103,-0.527093448,-1.186174691,0
2.501047047,3.602432119,8.469148472,2.298685305,-1.694789286,-0.733973889,0.357549926,0.22395008,-0.436316209,-0.77230042,0
2.367054153,3.548751001,8.179724524,2.533677047,-1.471337585,-0.14912374,-0.405745962,0.412981278,-0.348878134,-0.372320387,0
2.105904717,3.44882727,7.624749924,2.981543435,-1.053829546,0.967030545,-1.858101888,0.773930276,-0.183302079,0.388903145,0
3.085510667,4.257157256,11.04640077,4.068443476,-3.0755304,0.462507743,-1.769560016,1.155724261,-0.827901532,0.712424201,0
1.379178101,2.726285736,4.703371741,1.373524948,0.570408898,0.270433341,-0.365470059,-0.012701334,0.299953798,-0.774639986,0
2.06936345,4.244254438,7.65262396,2.087063472,-1.425822674,-0.587024451,-0.940993872,0.744589457,-0.154482119,0.504636028,0
2.118830764,3.218107259,8.421280608,3.033235902,-1.807356754,0.397941624,-1.187247806,0.525853597,-0.307181841,0.196845517,0
2.02893923,3.020244038,8.767416644,3.23748052,-2.176496224,0.42087184,-1.265263933,0.488874459,-0.331307893,0.349221599,0
1.965527241,4.380406587,8.669980909,3.378609799,-3.407047131,0.832841265,-1.295417237,1.003918607,-0.52449496,0.126580761,0
1.789834393,2.492393862,9.690710002,3.782245589,-3.159517417,0.482332069,-1.473124951,0.390517167,-0.395780669,0.755379044,0
1.527246689,1.911710415,10.70634839,4.381508181,-4.239657703,0.550238647,-1.702001828,0.282659124,-0.466964392,1.202131688,0
1.801934016,3.294194339,7.414335308,2.472799474,-0.319542932,0.357888889,-1.077019415,0.347223721,-0.208182811,-0.584688023,0
1.758648184,3.040885716,6.727856856,2.172047561,-0.239187935,0.335123386,-0.789661903,0.249313077,-0.136718692,-0.286147088,0
1.779445965,3.164177055,7.061339006,2.318100298,-0.277182666,0.346043366,-0.929537825,0.296752295,-0.171234295,-0.432605428,0
1.826311894,3.431487682,7.788571935,2.636904205,-0.366791369,0.370743512,-1.232716293,0.401005459,-0.247806932,-0.742682305,0
1.85252245,3.576477306,8.18495814,2.810841985,-0.418785478,0.384663694,-1.397146609,0.458222896,-0.290151341,-0.907364242,0
2.082551494,3.058213993,8.104698103,3.147896824,-1.529770927,0.422326797,-1.079769246,0.571238695,0.018362561,0.356569484,0
1.92873801,2.648502314,8.270309526,3.525218442,-1.766325007,0.474763413,-1.084536834,0.563274077,0.288002296,0.706068241,0
1.771372799,2.232345243,8.439906311,3.91076428,-2.011501134,0.528050152,-1.090090085,0.555118797,0.563334433,1.0627052,0
1.781385659,4.934963801,9.13470262,3.7805593,-4.762385218,1.128197658,-1.436866874,1.273074456,-0.684300197,0.21855051,0
1.609843114,1.808690315,8.611381952,4.303716399,-2.264206829,0.581871516,-1.095910564,0.546129214,0.844548624,1.425918862,0
1.665142172,5.278086294,9.42013892,4.028829333,-5.605381407,1.310806438,-1.525401404,1.440074222,-0.78346395,0.274899831,0
2.395504301,2.306471822,7.680816952,2.357138666,-0.02287219,-0.05836301,-0.633374078,0.561549961,-0.219494548,-0.167698262,0
2.323774876,2.929247633,7.814298795,2.557636632,-0.669234504,0.160193071,-0.863153594,0.570146242,-0.246738596,-0.090173323,0
1.006972926,4.285442082,5.78500891,2.773788364,-2.748071244,1.652012505,-1.032774388,0.666895501,0.406935451,-0.781583649,0
3.306478219,2.838612105,9.647780412,2.678553911,0.042710281,-0.76134599,-1.146671724,0.479428538,-0.784442376,0.579856084,0
-1.310111496,4.517205228,-1.351389871,-2.136540893,-0.338518795,-0.668902902,-0.171278475,2.520024869,-0.8677489,0.453409744,0
-1.412056398,4.228258708,-1.34429684,-2.210228678,-0.324411606,-0.779276874,-0.251299426,2.610262741,-1.082192447,0.639495601,1
-1.186930248,4.793901539,-1.339260472,-2.066885553,-0.319198083,-0.582996947,-0.096300139,2.426678407,-0.649957968,0.269292906,0
-0.827729064,4.866292675,-1.054124719,-2.062945811,0.149630932,-0.755036034,-0.011018967,2.276196395,-0.503809495,0.184601528,0
-0.759355632,5.010177069,-0.93944574,-2.29583536,0.25417808,-1.192637991,0.030979092,2.353472988,-0.584134722,0.438651467,0
-0.572291744,5.059819118,-0.685462002,-2.568641087,0.58476039,-1.770837585,0.078705837,2.403672893,-0.703883709,0.752199813,0
-0.679045129,4.918871077,-0.800799544,-2.663424237,0.229924812,-2.07253582,-0.372494402,2.320852591,-0.865133211,0.566243683,0
0.23721542,1.610118408,0.85519157,-0.531925963,1.085619091,-0.692989375,1.498497096,-0.062283736,1.059590713,0.447677686,0
-0.714000764,1.029120961,0.186699557,-0.425183407,0.089721603,-0.134514063,1.035598026,0.272657172,0.626077986,0.607411332,0
-1.175355905,0.651565068,-0.095126691,-0.38331134,-0.316617171,0.09479429,0.770196408,0.440126052,0.388293196,0.701324411,0
-0.445899107,2.049389164,0.272626201,-0.399943127,-0.135897287,-0.171465252,1.136471787,0.078304165,0.893525007,0.644863594,0
0.02111307,0.697526834,0.769683884,-0.555648769,1.295012955,-0.659858241,1.44752137,0.109679882,0.832287501,0.393643484,0
0.220474957,0.040376627,0.997160215,-0.631649635,1.958991418,-0.886973013,1.593692388,0.128212091,0.800435668,0.262473669,0
-0.295587617,1.142961195,0.958926292,-0.232323347,0.16704979,-0.395918367,1.201131676,0.05239059,0.831653328,0.692318547,0
-0.389567653,0.912062552,1.404293234,0.027058688,-0.281824525,-0.36813493,1.09777469,0.010746911,0.796368204,0.875593955,0
-0.209822774,1.367717677,0.5334642,-0.479620063,0.600499727,-0.422267983,1.293738062,0.092217705,0.86639706,0.516467168,0
-0.209822774,1.367717677,0.5334642,-0.479620063,0.600499727,-0.422267983,1.293738062,0.092217705,0.86639706,0.516467168,0
-0.276121625,1.076930346,0.444771095,-0.627073185,0.249605129,-0.956695654,0.462574695,-0.092133503,0.595176249,0.138003218,0
-0.353155553,0.799480549,0.354785728,-0.773813675,-0.099217146,-1.486563625,-0.358495193,-0.271171969,0.329641163,-0.243392368,0
-0.144688074,1.51550141,0.462237281,-0.544636128,0.788361697,-0.447153611,1.11659124,0.088074248,0.938529806,0.480851516,0
-0.323169201,1.108819525,0.658268718,-0.365732288,0.270452332,-0.377887458,1.604879765,0.10004609,0.73782782,0.57669124,0
-0.455678602,0.805223523,0.807568398,-0.234876729,-0.109467026,-0.322937135,1.965187481,0.10316339,0.591930901,0.643558131,0
-0.06177053,-0.34949372,1.286723534,0.057847633,-0.455789165,-0.118316589,1.280681458,-0.181524949,0.980786173,1.625346776,0
-0.154899425,0.898676769,0.517531388,-0.178917996,0.736497186,0.102499365,1.270372549,-0.014310269,0.826006267,0.234187983,0
-0.253806211,1.86366751,0.543840862,-0.797725373,0.453753065,-0.979994083,1.321586838,0.207004769,0.904379027,0.825802266,0
-0.31652178,2.392208118,0.562126125,-1.138472279,0.302007074,-1.574545142,1.349579158,0.328897152,0.948943719,1.149888045,0
-0.469461674,1.298554588,0.340763147,-0.350018269,0.233129712,-0.515325666,0.901225241,-0.582735301,1.576961518,1.559501296,0
-0.743653872,1.225281397,0.15631053,-0.222699023,-0.139737286,-0.607611554,0.506118239,-1.274384015,2.305032515,2.608180618,0
-0.15499997,1.288392178,0.690988139,-0.598810067,0.580899414,-0.830364334,1.247426873,0.098010361,0.937569006,0.582804354,0
-0.262977164,1.444381348,0.381457891,-0.364680224,0.619065202,-0.028813455,1.337394632,0.086465387,0.797119532,0.45270645,0
-0.093727367,1.078941588,0.582440996,-0.062889889,0.870884599,-0.014921236,0.943845993,0.102289833,0.935088692,0.404658951,0
-0.33189634,1.672995802,0.481402282,-0.91898059,0.314374283,-0.851583812,1.662002637,0.081940437,0.793069143,0.633346523,0
0.908640882,0.110199497,1.959618946,-1.014293763,2.663245884,-2.166761978,1.435891821,-0.111366001,0.252091851,1.467237006,0
0.344748094,0.787264381,1.21686454,-0.733642027,1.592052289,-1.246321106,1.392155033,-0.008393293,0.585040224,0.9668071,0
-0.719258648,1.907191485,-0.097891476,-0.241629345,-0.312781241,0.332448495,1.176159743,0.182300142,1.132467976,0.091098095,0
-0.287802141,0.978961851,0.292307678,-0.266411629,0.887343496,-0.309688451,1.409966045,0.153221807,1.178279304,0.157562426,0
-0.123814835,1.796235926,0.807653253,-0.718170746,0.281288621,-0.543298537,1.166606185,0.0204189,0.520802645,0.913443378,0
1.589816353,0.9134737,-0.171117525,-0.462302541,-0.102772396,-0.344549132,2.020250232,0.147018424,0.311407875,0.89389573,0
-0.135012813,1.599760651,0.389758508,-0.722867901,0.756745107,-0.459510166,1.3107089,0.095564062,0.714375676,0.313192548,0
-1.223910564,1.859583128,-0.524707371,-0.548760305,-1.561515422,-0.052291365,1.703854286,0.513270637,0.865614899,0.85143609,1
-0.685990342,1.603890566,0.042185741,-0.511671481,-0.40383634,-0.251482528,1.484286347,0.288098468,0.867006198,0.671726182,0
0.275702966,1.121793231,1.031089537,-0.447409319,1.62011238,-0.598532965,1.100350276,-0.103861231,0.862994722,0.357705286,0
