PC1,PC2,NP_CCC
-2.72262712,-1.802377723,1
-2.675342349,-1.916999625,1
-2.643593225,-2.044981976,0
-2.605341113,-2.167435774,0
-2.567581861,-2.291376352,0
-2.791399275,-1.451533171,1
-2.639314826,-1.931312394,1
-2.75869967,-1.573249688,1
-2.67865027,-1.810641376,1
-2.718458175,-1.69130663,1
-1.873726131,-2.070164467,1
-1.928151157,-1.917638441,1
-1.952281828,-1.939611809,1
-2.009203585,-1.688600702,1
-2.235139013,-2.478832861,1
-2.226351677,-2.258709626,1
-2.385120884,-2.174119686,1
-2.38914667,-2.285494581,1
-2.334135868,-2.28857194,1
-2.468990343,-2.039181091,1
-2.392313779,-2.035313076,1
-2.338326647,-2.138744348,1
-2.313566209,-2.024373584,1
-1.601251151,-2.10708554,0
-1.883643033,-2.198067554,0
-1.889925932,-2.305805862,1
-2.106916134,-2.325281997,1
-1.566637877,-1.900369934,0
-1.605246648,-2.739623874,0
-1.536999601,-2.672660058,0
-1.869803912,-3.279396869,0
-1.941733684,-3.239162121,0
-1.641491598,-2.865890605,0
-1.49547753,-3.100571116,0
-1.786605352,-3.0166667,0
-1.884199752,-2.516127548,0
-2.002792411,-2.948938577,0
-1.846358089,-3.410871815,0
-1.785323509,-3.453973429,0
-1.725621515,-3.495863619,0
-1.973321569,-3.472208249,0
-1.747303432,-3.832662012,0
-1.916855122,-3.758354769,0
-1.773951485,-4.22644993,0
-1.947354996,-4.537018516,0
-1.875107553,-2.193844495,0
-1.916326856,-2.874741446,0
-2.219414616,-2.576293183,0
-1.556108191,-2.573491647,0
-1.523075683,-1.91035775,0
-0.699929552,0.613820639,0
-0.992843936,0.776893687,0
-0.96510595,0.85577594,0
-1.284288362,1.037384529,1
-1.097381852,1.623024143,0
-1.052330257,1.002271624,0
-1.163089759,1.039467168,0
-1.339917236,1.215235808,0
-1.459975344,1.215377764,1
-1.598392285,1.407851381,1
-1.247997587,1.179910376,0
-1.292975978,1.78293241,1
-1.467916186,1.935000369,1
-1.192263108,2.130923543,0
-2.504295227,3.834890459,1
-1.442764743,1.81481602,0
-1.743836902,2.086888036,1
-0.662700206,1.237247309,0
-1.637268677,3.065848133,1
-1.576692018,2.858458364,1
-2.664397112,3.232982042,1
-2.630647321,3.104322213,1
-2.447243679,3.363205457,1
-2.043484868,3.168649835,1
-2.596238859,3.652833824,1
-2.10187265,3.630583305,1
-2.533668809,3.979552436,1
-1.93069541,-2.049424776,1
-1.408096404,-3.838060976,0
-1.54402276,-3.897985873,0
-1.687797263,-3.96163363,0
-1.535582593,-2.505009728,1
-1.024972608,-4.166932382,0
-1.17226654,-4.152016673,0
-1.549589761,-2.212406131,1
-0.987552597,-3.93782927,0
-1.143380044,-3.913747217,0
-0.269589986,-2.208872492,0
0.393484631,-2.751476918,0
-0.062591628,-1.799502926,0
-0.29473951,-0.748812571,0
0.652432637,-1.014572026,0
-0.575767769,0.446496626,1
-0.211920495,-0.195916454,0
-1.434751417,3.462645559,0
-0.649780817,3.809444885,0
-0.353538581,2.624097734,0
-1.385680432,2.156247625,1
-0.071384801,1.590179211,0
-0.110945346,3.172813712,0
-1.329060311,1.927813276,0
-0.942675228,1.805802563,0
-0.007399253,2.638077504,0
-0.222278359,2.333589043,1
-1.446985534,2.05165356,1
-1.174119345,1.113576615,0
-1.242823862,3.301548619,1
-1.016939891,2.857088453,1
-0.303372465,3.161620001,0
-0.482670439,2.807058099,0
-0.350474076,3.774142549,0
-0.324376453,2.672603177,0
-0.793592435,1.311159995,0
-1.10889671,1.949692245,0
-0.862971982,3.311650594,1
-1.320781405,2.497997554,0
-0.420169499,0.943694323,0
-0.820220193,2.255778712,1
-1.049828737,2.199093198,1
-2.087837124,2.546762308,1
-1.172871762,2.757132141,1
-0.510414397,1.8091391,0
-1.922576234,1.453584231,1
-1.691810185,-2.539507711,0
-1.618270664,-3.138954868,0
-2.23334236,-1.213666614,1
-1.595610109,-2.375742172,0
-1.675007704,-1.995351123,0
-2.163735791,-2.130806989,0
-1.780453959,-2.025448691,0
-1.884486978,-2.129423632,0
-1.673078225,-1.925018953,0
-1.540035939,-2.461731726,0
-2.029415247,-1.583414847,0
-1.858944721,-2.346122164,0
-1.815130185,-2.175735481,0
-1.793900818,-1.461874606,0
-1.786927012,-1.777564694,0
-0.996619889,3.442159253,0
-1.212989624,3.701496229,1
-0.993390871,3.457472032,0
-1.218703953,3.72011824,1
-1.370738277,3.904625065,1
-0.992164157,3.479980383,0
-1.223875472,3.749747619,1
-1.458848351,4.030043636,1
-0.991189343,3.500999723,0
-1.310346013,3.865651949,1
-1.550792398,4.156889007,1
-0.997864437,3.520972232,0
-1.318177061,3.902828663,1
-1.650454774,4.287199481,1
-1.036512783,3.321790577,0
-1.40940194,3.743617662,0
-1.795859107,4.187409184,1
-1.030798335,3.340541623,0
-1.334852772,3.676346258,1
-1.648191929,4.035305141,1
-1.028374266,3.351450432,0
-1.336429029,3.702170982,1
-1.576474616,3.970569345,1
-1.03080244,3.363839919,0
-1.261746171,3.635004677,1
-1.424813737,3.81742849,1
-1.03024337,3.387417535,0
-1.271610627,3.653931743,0
-0.211827553,2.669526103,0
-0.563409783,3.078814863,0
-1.003288218,3.600133835,0
-1.315216022,3.967786224,1
-0.065106605,2.483728165,0
-0.423821977,2.895608833,0
-0.954314389,3.513273754,0
-1.270994422,3.890158428,0
-0.376686966,2.814570969,0
-0.720379264,3.217536856,0
-1.006493725,3.559690125,0
-1.301103226,3.914692428,0
-0.120302805,2.590034101,0
-0.476981089,2.995237923,0
-1.079659302,3.69816856,0
-1.318957737,3.97294346,1
-2.323168592,-2.452939098,1
-1.816735359,-2.772926943,1
-2.156911758,-2.105680349,1
-2.40062258,-1.751862949,1
-1.819045428,-2.163714242,1
-1.922285171,-2.084849171,1
-2.347569417,-1.914487686,1
-2.10336033,-2.424279433,1
-1.854234998,-2.807000197,0
-2.418086076,-2.347000579,1
-2.504312542,-2.65752521,1
-1.523995406,-2.048796756,0
-2.722984353,-2.484193645,1
-0.840242105,1.139785215,0
-0.383188418,1.332325078,0
-1.035072408,3.39761864,0
-0.732542591,0.482213296,0
-1.219582096,3.822447502,0
-1.79218261,3.438537831,1
-0.49156373,2.740784218,0
-0.692977346,1.656495192,0
-0.676927725,3.463505596,0
-0.543031733,1.307911929,0
-1.879287986,0.947548738,1
-1.025191278,3.171931844,0
-1.075307153,0.601358078,0
-1.082799557,0.810968092,1
-1.567809919,1.819420628,1
-1.429476857,2.329265923,1
-1.038371609,2.967182087,0
-1.379366925,2.250314908,1
-1.815731058,4.680319188,0
-1.15081992,2.290836837,1
-2.916724534,2.845973933,1
-1.534136043,2.624609531,0
-1.478102178,2.174505957,1
-1.448298769,2.525983037,1
-1.232351861,2.283598648,0
-0.758959432,3.964073979,0
-0.930675331,3.871485964,1
-1.952942731,3.141663329,1
-2.091849269,3.023169713,1
-2.116663403,4.732255811,1
-0.883478642,1.617289443,0
-1.580724828,3.460886172,1
-1.569634799,3.576517972,1
-1.670404294,2.5510884,1
-1.563836978,3.094105986,1
-1.574681244,3.232592574,1
-1.600116875,3.667340933,1
-1.80877957,3.351743567,1
-2.047521009,3.246811986,1
-1.458063502,3.390750383,1
-1.660870776,3.502557168,1
-1.735138272,-2.642027576,0
-1.796038741,-2.204163593,0
-2.386463854,-2.389438206,1
-2.019685107,-3.308859417,0
-1.864619913,-2.258217942,1
-2.285785323,-2.578669471,1
-2.820106774,-1.661040603,1
-2.168060346,-2.396392636,1
-2.211524289,-1.700630302,1
-2.195865512,-2.13784656,1
-2.020385838,-2.448716848,1
-2.041655474,-1.769859156,1
-1.963830643,-2.601955433,0
-2.552639805,-1.524227064,1
-2.914186389,-1.659091232,1
-1.523561126,-2.599385294,0
-0.923054006,2.826880278,1
-1.073601467,2.96707571,1
-0.968681286,2.978125738,0
-0.789508593,2.813754175,0
-1.101198673,-1.866149094,0
-0.99104145,-1.664157668,0
-0.869289039,-1.910346197,0
-0.757188249,-2.141382849,0
-1.113086306,-1.835818979,0
-0.951132904,-2.155819078,0
-0.876443444,-2.305971071,0
-0.673880803,-2.721779083,0
-0.983926203,-1.679190476,0
-0.753578017,-2.561892018,0
-1.008328437,-1.427828241,0
-1.039686387,-1.77417728,0
-1.061440978,-1.731597633,0
-1.398978059,3.382972069,1
-1.470338733,3.717698809,0
-1.048196669,4.932215114,0
-1.054128413,3.025147202,0
-0.985385483,4.69948037,0
-1.005779578,5.408666124,0
-0.93697211,5.36091132,0
-1.124557872,3.342062601,0
-0.996348689,2.945042252,0
-1.024961873,5.032599765,0
-0.926293028,4.865239616,0
-1.059516652,3.245055989,0
-0.946161459,3.459367772,0
-0.260511401,1.641391667,0
-1.03007142,2.566852025,0
-0.312013087,0.70653152,0
-1.050504681,2.31598715,0
-0.309215275,0.633138925,0
-1.204403293,1.530201963,0
-0.40272602,-0.190128391,0
-0.843662985,0.595283767,0
-0.272475453,-0.868573457,0
-1.107104355,-0.060572905,0
-0.447802383,-1.557895242,0
-1.803982377,4.327085007,0
-1.023368188,2.309122797,0
-1.789212653,3.321863427,0
-0.981578985,1.262337506,0
-2.119419605,3.323415858,1
-1.168988316,1.409549301,0
-2.152942152,2.418214929,1
-1.147686825,0.467417775,0
-2.016466427,2.009175184,1
-1.121331267,0.281312648,0
-2.137437685,1.22624137,1
-1.16007226,-0.534378162,0
-1.642357843,0.017353847,0
-1.028069204,-1.438902685,0
-1.890155647,-0.618478922,1
-1.166444821,-2.104622967,0
-2.55775081,5.188935306,1
-1.734509667,2.96997596,0
-2.452402897,4.066933135,1
-1.608062199,1.80927221,0
-3.198272643,3.132147832,1
-2.032390793,1.143804701,1
-3.18519566,2.219747685,1
-1.943309796,0.200652893,1
-2.349818396,-0.624985243,0
-1.74042162,-2.048496549,0
-2.584520114,-1.232307801,1
-1.839137655,-2.681751284,0
-1.86050059,-0.409082264,1
-0.968135006,-0.067812667,0
-2.718206638,-0.944317795,1
-2.755762244,-1.396912884,1
-2.78397351,-1.646478991,1
-2.79787181,-1.906201576,1
-2.246604782,-1.772755508,0
-2.260788106,-2.256820672,1
-2.258647778,-2.491757587,1
-2.272112185,-2.772562311,1
-2.177536111,-1.94044887,0
-2.174504396,-2.40345521,1
-2.17132523,-2.638762535,1
-2.178964638,-2.922110816,1
-2.084739144,-2.107093888,0
-2.073432716,-2.571167302,0
-2.06904796,-2.811174107,1
-2.072403619,-3.086937814,0
-1.714097898,-2.776439667,0
-1.701045786,-3.26041341,0
-1.68636768,-3.4972042,0
-1.679779222,-3.761174163,0
-1.78746271,0.271172403,1
-1.146459986,-2.448680678,0
-2.015204716,-1.799165033,1
-0.161118457,-0.546337651,0
0.139657116,-1.990963362,0
-0.155087854,-0.902876007,0
-0.690560452,-2.613551671,0
-1.066232786,-2.444091031,0
-1.726102786,-1.851095294,0
-1.747153763,-1.955533059,0
0.066820423,-0.583396987,0
-0.141792044,-2.100014487,0
-1.197851896,-3.149523559,0
-0.799558008,-1.626181545,0
-1.345423254,-3.0715499,0
-1.120362099,-1.755780523,0
-1.042260767,1.033621044,0
-0.637371763,-0.25407189,0
-0.216075279,-0.773788748,0
-0.856053116,0.45921846,0
-0.620714646,-0.339277397,0
-0.838479621,0.235312965,0
-0.837629223,0.291826208,0
-0.807176078,0.969671252,0
-0.717996524,0.27182314,0
-0.983607126,1.044132057,0
0.097026566,-1.277021249,0
-0.47170504,0.751177312,0
-0.868645503,0.289386646,0
-0.802619851,0.535593477,0
-0.233753342,-0.242421647,0
0.072818385,-0.60804402,0
0.068236624,1.068475329,0
-1.403242646,1.54067015,1
-0.610682223,0.291504929,0
-0.610682223,0.291504929,0
-0.435189175,0.335842625,0
-0.746508458,1.328077725,0
-0.577883843,0.389688175,0
-0.657238142,0.619848202,0
-0.30192781,0.91040698,0
-1.449377353,0.249106751,1
-1.585124631,2.079106181,1
-1.293762368,-0.359410637,0
-1.377712692,0.889292538,0
-0.188907109,-0.59411902,0
-0.580523321,0.193694638,0
-0.281220455,-0.57500021,0
-1.669927848,1.646538037,0
-1.184241059,1.536476731,0
-0.179557298,-0.209399078,0
-0.791227245,-0.097445984,0
-1.875429604,2.895272748,1
-1.828797222,3.242187033,0
0.140805621,-0.135617416,0
-1.256962595,-0.267943342,0
-0.021246927,-0.437350876,0
-3.129354042,1.576214449,1
-1.347950974,0.335041676,1
-1.123755857,0.671563338,0
-1.123755857,0.671563338,0
-2.088919649,-3.066745585,0
-2.16698508,-3.043858075,0
-2.18292345,-3.276241035,0
-1.670588853,-2.334028621,1
-2.521110423,-3.254514445,0
-2.384506532,-3.020213567,0
-1.751156302,-1.968021111,1
-1.817198013,-1.607680562,1
-2.033985736,-1.590963728,0
-2.414670112,-2.878947911,1
-1.940140687,-2.199821398,0
-1.884524969,-2.226970902,0
-2.302990674,-3.281319829,0
-2.161234255,-2.967130141,0
-2.370842383,-3.869537062,0
-2.105498884,-3.262648689,0
-2.17145014,-3.319371583,0
-2.071817402,-3.2043666,0
-2.299432814,-2.811336978,1
-1.963482055,-2.543043285,1
-0.98339209,-3.15615729,0
-1.083490355,-3.734325466,0
-1.096112729,-3.87954554,0
-0.627998463,-2.668305831,0
-1.467111344,-3.302874582,1
-0.491539869,-3.1121074,0
-1.513291278,-3.360057805,0
-1.621345985,-2.65002923,0
-1.432705906,-2.719931415,0
-1.582617148,-2.301163361,0
-1.119604226,-1.989777678,1
-0.989858711,-2.922330503,0
-1.820360345,-2.96421528,1
-1.316025171,-2.185759381,0
-0.778497434,-1.991891214,0
-2.1017774,-1.971692381,1
-1.066076094,-4.56543606,0
-0.595708847,-2.894465828,0
-1.509080652,-2.148929734,1
-1.253351574,-2.962201994,0
-1.911254016,-2.990057297,1
-1.416821152,-3.882389548,0
-1.727916335,-3.321937986,1
-1.192630318,-2.424548228,1
-1.992937631,-2.131541838,1
-1.230462417,-3.12802675,0
-1.210712827,-2.704701813,1
-1.304014482,-2.625631671,1
