PC1,PC2,PC3,PC4,NP_CCC
-2.25292958,-2.545702933,-2.674547213,-2.047631208,0
-1.042624817,-1.922643825,-1.285902614,-1.857063213,0
-1.513546339,-2.146307976,-1.848788003,-1.985828791,0
-2.209423436,-2.47850286,-2.68329267,-2.172812337,0
-2.626528505,-2.683533628,-3.192438886,-2.287641623,0
-1.377938806,-2.077486183,-1.649997241,-1.606570834,0
-1.834082092,-2.300409257,-2.200557492,-1.750975042,0
-2.215184474,-2.487107682,-2.663617972,-1.868983387,0
-2.60728294,-2.682407852,-3.144815532,-1.993139387,0
-1.101972498,-1.972270584,-1.449272016,-1.775369973,0
-1.569740948,-2.191790418,-2.003141995,-1.906062261,0
-2.363094476,-2.570379453,-2.954308954,-2.125591266,0
-2.237424477,-0.006088946,-3.894177869,6.189753403,0
-2.388852563,0.125877813,-3.947969378,6.166650135,0
-2.013461402,1.619868818,-2.43985799,4.515744942,0
-2.217060386,0.457930466,-3.013332114,5.082245588,0
-1.991082881,0.388265245,-2.660525206,4.735288043,0
-2.686488177,-2.029778905,-3.029247958,-1.734829476,0
-2.495125384,-3.243153424,-3.332670024,-2.443835764,0
-2.361696391,-3.238331429,-3.286221004,-2.174176451,0
-2.529179203,-3.687328203,-3.458004888,-2.607766461,0
-2.416595429,-3.756273897,-3.51170022,-2.424308227,0
-2.294469531,-1.887142804,-2.464794641,-1.925744281,0
-1.983041136,-1.733949425,-2.215049637,-1.283181068,0
-2.505784896,-3.370447058,-3.409853636,-2.523877323,0
-2.323790153,-3.344265696,-3.331855267,-2.281833035,0
-2.148810128,-1.856206057,-2.427578182,-1.574197227,0
-1.721457647,-0.200823305,-0.491512948,-0.562680887,0
-1.055287129,0.848507516,0.252240292,-0.671777347,0
-0.78459458,1.505437464,1.333218508,-1.479064869,0
-1.55956179,0.245437252,-0.031837464,-2.149230305,0
-1.282615838,0.756702524,0.742385836,-2.68582146,0
-1.538591776,0.347133382,0.141528752,-2.486111715,0
-1.537478785,0.285914941,0.176134251,-2.489648303,0
-1.596171693,-0.3282512,-0.33843536,-2.105720367,0
-1.356343423,0.384098664,0.381800646,-1.496105353,0
-1.808825037,-0.307507468,-0.229541021,-2.233460469,0
-0.389222562,1.017138108,1.707583456,-2.907534592,0
-1.127321926,-0.234314706,0.16805056,-1.582576464,0
-1.609759402,0.616915465,0.427828177,-1.753561754,0
-1.569528673,0.405760935,-0.185336341,-1.62775007,0
-0.721603088,0.61737548,0.87352971,-1.60341278,0
-0.634969104,0.869889845,1.799872217,-2.387149944,0
-0.668589152,-0.70809156,0.643185814,-1.881315443,0
-1.28127441,0.308610872,0.3471052,-1.836548765,0
-1.28127441,0.308610872,0.3471052,-1.836548765,0
-1.108789761,0.186644812,0.667091753,-1.558621811,0
-1.549204735,-0.485223143,-0.232328905,-1.437361732,0
-1.15913767,-0.037016073,0.268704288,-1.713378158,0
-1.345027712,-0.075633423,0.236020953,-1.911078676,0
-1.021880068,-0.556012198,0.321126093,-2.054758231,0
-1.798529026,1.486295484,0.426906434,-2.916003021,0
-2.082301205,0.729260639,-0.613285446,0.050574862,0
-0.76928322,0.537166975,1.433890933,-3.386156007,0
-1.499485868,0.634020996,0.550807239,-2.97519992,0
-0.799857948,0.714561943,0.867219751,-3.225662643,0
-2.399223989,-0.835544097,-0.73587604,-1.343000613,0
-1.851138818,-0.713928331,-0.836777329,-1.280819349,0
-0.844810245,0.415504591,1.852824178,-3.331361232,0
-1.494166643,0.496295844,1.179821196,-0.772077108,0
-2.904776097,-1.697843408,-1.224696542,-3.04961142,0
-0.539142878,0.477844958,2.003243779,-2.208977579,0
-2.181069472,1.209704987,0.765920616,-1.791622737,0
-0.849279851,1.109802305,1.734112675,-1.974098325,0
-1.863303269,0.267820608,0.132714318,-1.823859667,0
-1.863303269,0.267820608,0.132714318,-1.823859667,0
-2.927581118,0.847803839,-3.592848449,6.493969334,0.45
-1.96890396,1.195110611,0.195687085,-1.464735734,0.9
3.840007759,-0.199579951,1.149221211,-1.318512166,1
-2.491676629,4.130673417,1.578410275,0.124220828,1
-2.499686068,-1.92451565,-2.875260497,-1.395352855,1
-2.139195239,-1.818792085,-2.350195666,-1.704061132,1
-2.601327807,-2.641945834,-3.026446948,-1.579868006,1.037297246
-2.415953897,-2.495745387,-2.875087833,-1.319095704,1.886500303
-2.101669101,2.880103644,1.202417877,0.146675203,2
-2.468321733,-2.560971202,-2.891417731,-1.486024404,2.56841318
-2.781976106,4.789256411,1.872623407,-0.018034001,2.6
-2.104468495,2.781145741,1.168593462,0.18328322,3
-2.664173196,-2.747407353,-3.173665062,-2.170418142,3.271436054
-2.644207251,-2.626458984,-3.124898962,-1.441635838,4.135430036
-2.226486978,-0.268498585,-0.974351785,-1.141597156,4.7
-2.441483094,-2.525586257,-2.877125374,-1.400237278,4.907321374
4.917984242,1.835139785,-2.219773218,0.741071463,5
-1.884728395,2.199484104,0.982729072,0.236000237,5
-2.320528373,2.987352038,1.050531604,0.258319334,5
-2.68527926,4.6469049,1.060746584,0.069461947,5.1
-0.54611013,2.074091209,2.865838394,0.651223186,8
-2.54172864,-2.461588738,-2.787533373,-1.644934579,8.277914859
2.225236232,3.514833687,-3.259276055,9.833044827,10
-2.083214063,3.023460133,1.248009078,0.295570393,10
-2.934206255,4.628230766,1.320533314,0.136868382,10.2
-2.78044079,-2.714144091,-3.267910531,-1.543236489,10.65958245
-3.024433884,-1.056002617,-0.863734914,-0.73647857,12.5
-2.67510987,-2.718822113,-3.324606585,-2.212822691,12.71038876
-2.374147538,-0.979524086,-1.079958302,-0.59373406,12.85
-2.594415583,-2.449698313,-2.891530117,-1.498549876,14.98888368
12.49779114,2.154660067,-5.590253821,1.180636904,15
-0.482148084,3.090838045,-0.111272372,0.237465677,15
-2.35699184,1.117164168,-3.224121057,5.879189337,15
-0.798526223,0.812360742,-1.56118142,0.864706424,17
-2.06549722,0.590114307,-0.120941027,-1.591583475,17.8
-0.132205634,0.804763309,-1.255770696,0.388280368,18
-2.756854711,-2.559459575,-3.032644787,-1.690181227,21.25166183
-2.619589934,-2.480453522,-2.901765964,-1.584139072,25.45335354
-2.863590263,1.812042476,-3.236939844,5.473868911,26.25
-2.86772822,0.819800911,-4.014789034,5.949709245,28.5
-2.685677199,3.266127199,0.713286868,0.619621741,30
-3.047802235,0.370814878,-4.029552092,5.744779083,31.5
4.224729183,1.368032471,-3.490910493,1.000917396,33
-2.973573528,0.542582045,-4.446706234,5.710973714,33
-2.809145377,1.002269856,-4.049071372,6.109160931,33.25
-2.959226098,0.67125289,-4.10577928,6.047970834,36
-2.493704476,1.017843186,-3.423110232,5.912169854,36
-2.918127807,-2.797846627,-3.413159109,-1.638235799,39.24958964
-2.970930687,0.523244991,-4.214960523,6.115653687,40.5
-3.299320878,0.987773166,-4.116295749,5.905138059,42.75
-3.273956391,1.024108713,-4.117219625,5.884179335,45
-3.398386615,1.181425,-4.137694789,5.876210729,45
-3.659872645,1.322742717,-4.139318409,5.781161211,47.5
-2.383196773,2.470303191,0.735270024,0.480280014,50
-2.590535601,3.419500545,1.037670692,0.506974299,50
-2.936840286,-2.626087423,-3.265190025,-1.654515954,53.15384367
-3.18905892,-2.708764559,-3.605017725,-1.557890631,54.35526443
-3.011652092,-2.644380232,-3.374936399,-1.596085275,56.81878226
-3.066925461,-2.885991184,-3.569534595,-1.730018212,57.11201147
-3.069797757,2.667194461,-0.074723049,0.87416761,60
-3.075716571,2.567632478,-0.112161599,0.912337177,60
-2.595624292,3.318012283,1.000075431,0.545229247,60
-3.65779652,0.031287057,-5.287181077,7.100042008,60
-1.176327388,-1.72103958,3.294882415,1.822186696,85
