PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,NP_CCC
3.923030573,1.125611811,2.198045701,-1.593103371,3.137855096,-4.145931358,-0.690938218,-2.220283599,0
7.127892207,0.082207767,-0.601897726,-0.546829703,0.854899588,-0.219643083,-0.299883846,0.059753438,0
2.155900815,-2.131360779,0.292925313,-0.380113263,3.48287125,-0.386059182,-1.379092426,-1.37174588,0
3.759156776,-1.660210385,1.749638295,-0.817860801,5.037728818,-2.479677036,-1.716653213,-2.013403571,0
2.099999018,1.303686928,0.626553387,-0.242160337,3.238040457,0.605709044,0.34344387,-0.040592449,0
18.52710581,-2.348342875,-1.45578649,-0.465961927,-1.296214454,0.24101524,3.140173144,0.540534639,0
3.547920326,0.164527888,2.741183864,-0.970538707,2.370303845,-3.307252779,0.142796912,-1.507696951,0
3.923030573,1.125611811,2.198045701,-1.593103371,3.137855096,-4.145931358,-0.690938218,-2.220283599,0
19.17931041,-2.619302069,-2.563990914,-1.731261178,-1.534844708,-2.777290536,-1.320527364,-0.343582688,0
13.21776579,-1.607273808,-2.503838318,-0.26038338,-1.256936365,0.824706436,-0.810477146,-0.121462917,0
4.94924168,-0.846192353,-0.387780763,-0.194093753,1.405215165,0.6347719,0.509564353,0.460302346,0
3.605180932,1.651991152,1.316807743,2.939321287,4.477299591,-2.798006337,3.210780777,-0.683419696,0
11.93647896,-0.733031191,-0.872929272,-0.568744251,-1.128461863,-0.698561893,0.329139263,-0.40537295,0
4.539336505,-1.783605704,0.110421358,-0.443104167,2.178389827,-0.541698177,-1.01123311,-0.363607141,0
3.735716877,0.021686845,-1.076127125,-0.199379232,-0.113327241,0.187608697,-1.857709692,-0.833321384,0
8.858943755,-1.015645362,0.22356119,-0.707745251,0.554325216,-1.326383856,0.658403333,-0.716896155,0
12.70598402,-0.847470546,-3.552550181,-0.098176038,-4.12654955,1.346768327,-1.06041654,0.819683169,0
10.78907448,-0.409347673,-0.941064098,-0.358012266,0.041256906,0.22937576,0.739886569,0.164889951,0
7.328738701,-0.834583111,-0.535122154,-0.550578996,0.469736395,-0.617781111,-0.512424766,-0.599764595,0
10.78907448,-0.409347673,-0.941064098,-0.358012266,0.041256906,0.22937576,0.739886569,0.164889951,0
7.939216706,0.403273493,0.227467703,-0.618584681,1.077565968,-0.207759876,1.006664137,0.295974429,0
3.899120748,-0.440459817,-0.412872697,-0.127104235,0.701700412,0.471893316,-0.815292774,-0.214614215,0
3.192161162,1.475400508,2.139488361,-0.191863675,3.051547683,-0.285238527,2.500397105,-0.887450548,0
2.930116514,-1.144363641,0.912574479,-0.292934891,4.41751479,-0.526846288,-1.441450612,-1.728548157,0
15.95457241,-1.552737722,-3.163376804,-0.242152016,-1.947230054,0.800871785,-1.589097073,-0.607346859,0
1.377944625,0.520609962,-0.095614587,0.069426204,0.978364392,0.353235677,-1.736668138,-0.512338731,0
15.37703447,-2.81481642,-3.240634561,0.119018896,-1.587222684,2.404167512,0.817808378,1.267079204,0
9.903277363,0.488949844,-1.400540646,-0.686090497,-0.344839627,-0.338348382,-0.970785312,0.07509996,0
3.248531618,-1.300973087,2.110820601,-0.581762568,3.828801857,-1.545470309,0.938995134,-1.034462154,0
1.4968029,0.551866037,-0.562966717,-0.038299723,1.000702706,0.246398894,-2.275588345,-1.501752584,0
16.23653662,-0.598724833,-4.212317939,0.325680013,-4.527354568,2.701394624,-0.02711814,1.264286367,0
18.99986993,-3.426703741,-1.679831661,-1.119594767,-2.440978212,-2.006077778,0.514148317,0.362124705,0
4.477748076,-1.435341852,0.155002822,-0.523089706,1.450951823,-0.780428917,-0.834827851,-0.420136638,0
3.022662062,-0.501619577,1.75327924,-0.859488044,4.689183195,-1.510589369,0.670989545,-0.015141847,0
3.008933524,-1.968776395,1.713868955,-0.487273255,4.694525304,-1.350989467,-0.996139157,-0.72915214,0
2.542402346,1.850027621,1.416334306,0.147897735,1.639479406,0.467587923,2.268497797,-0.795151148,0
14.80375162,-0.851208423,-5.393947829,0.004813653,-6.010066787,2.057008884,-2.172774166,0.00078696,1
0.596578977,-0.221942091,-0.862797025,0.52190624,1.19544861,2.48582565,0.260461475,0.386085931,0
-0.126590649,1.035987132,-1.654202403,0.190440257,-1.228387405,1.629333304,-1.82670335,0.029685585,1
2.452941808,1.314336187,0.739973542,-0.58659669,2.847516546,-0.785747425,-1.013927431,-0.628866542,0
1.373841313,-0.079648231,-0.009844615,0.541910321,2.698045137,2.29849635,0.106328672,-0.013131975,0
3.057706436,0.276226277,1.003439095,-1.224928718,3.30923374,-2.74009969,-1.826513598,-1.662714429,0
2.414209173,1.258187432,0.393571744,-0.419926934,1.703925914,-0.613645728,-0.65849345,-1.863793261,0
4.751034726,-0.948774635,0.387919475,-0.254188196,2.503225017,-0.182328788,-0.798980385,-0.414023729,0
4.484996831,-0.157892559,-1.222432657,0.003262544,-0.130702107,0.811429435,-1.424550696,-0.781659642,0
4.876532448,-0.637404492,-0.546823195,-0.042287062,1.107158152,0.680515423,-0.982935739,-0.503146036,0
5.901788076,0.29659562,0.176010885,-0.526810874,2.169970352,-0.613287854,-0.841598549,-0.971975886,0
6.252991011,-1.199890157,0.868228401,-0.444006053,2.769278989,-0.703837667,0.572559864,-0.90976282,0
5.695901299,-1.186994619,0.321383258,-0.187216425,2.673784075,-0.015995295,-0.673521574,-0.733898379,0
12.06144382,-1.902652725,-1.481331572,-0.445462195,0.078873271,-0.103037679,-0.885102154,-0.527850297,0
11.02665816,-1.799162108,-1.44300716,-0.097025029,0.307147015,0.955597226,-0.05018905,0.028030675,0
11.62157858,-0.652397808,-1.962691839,-0.200470086,-2.051923165,0.463659533,-0.568501588,-0.175487959,0
9.142023723,-1.927689318,-1.415574992,-0.316162133,-0.314226505,0.154389932,-0.851790731,-0.067393241,0
5.469619032,-0.912724492,-0.09002317,-0.297965694,1.811036476,0.027003732,-0.227246326,-0.317542765,0
13.88455006,-2.397783617,-2.445046365,-0.392617749,-1.82225097,0.476896696,-0.170554307,0.893121074,0
7.328738701,-0.834583111,-0.535122154,-0.550578996,0.469736395,-0.617781111,-0.512424766,-0.599764595,0
7.939216706,0.403273493,0.227467703,-0.618584681,1.077565968,-0.207759876,1.006664137,0.295974429,0
10.87759722,-0.396714888,-0.360436575,-0.169929776,1.567396608,0.743200113,1.2571836,0.090840198,0
1.819501597,1.10598939,4.998452844,1.308124109,2.572967823,-0.403787318,0.684451441,-0.124020052,0
2.086969717,1.59695958,6.209064963,1.907802769,2.357336923,-0.421357967,0.425372006,0.18710409,0
1.588756385,0.6687833,3.204654523,0.404784555,3.138881145,-0.365062081,0.638576886,-0.542322017,0
1.92879501,-2.303444255,0.079063092,-0.454245921,3.002728099,-0.57356049,-1.807237961,-1.390159095,0
1.253043142,-0.724638265,-0.280522934,0.304799538,2.192900018,1.72440248,-0.088813553,-0.050872387,0
11.75002154,-0.538279651,-1.163011084,-0.878419333,-0.387230422,-1.104127807,-0.930860032,0.070942199,0
1.201554307,0.749166866,-0.535547192,0.690821822,1.724771425,2.774662296,0.247338884,-0.04977968,0
1.311270328,0.190041079,-0.505428309,0.611172491,1.530001383,2.664985295,0.248712426,0.105765299,0
2.536098935,-1.219949463,1.335020102,-0.282671901,3.851371399,-0.682831835,-0.448156109,-0.517115076,0
-0.097756675,-1.420302904,-1.344277054,-0.158612309,-0.863952139,0.36806869,-2.239478552,0.164101817,1
6.490690983,0.752872733,0.839360359,-0.337022997,1.374881405,0.491583079,1.704888901,-0.083907123,0
2.028654666,0.288851689,3.044878447,0.085878083,3.79306409,-0.385100862,3.080896265,-1.28684528,0
2.157004011,0.423036658,1.48519251,1.070608684,1.052717241,1.618349951,-0.274854205,0.246000776,0
-0.762566486,-1.389376215,0.207884128,0.652188793,2.758471743,2.239966918,0.087968533,0.137329746,0
-0.330465036,-2.264312389,1.425477843,1.125874542,2.064652603,2.226333434,1.354999778,-0.043203738,0
4.381085252,-0.656118075,-0.639243085,7.46733876,2.372756345,-1.122050828,3.025570845,0.222914194,0
10.99656216,-2.021122261,-1.677454199,-0.072046383,0.149952765,1.368225258,0.591119005,0.725104998,0
3.813293867,0.487395116,-6.834580623,17.61004687,5.815459671,-5.915427125,6.407614961,0.508786077,0
11.66817813,0.160458666,-1.325806771,-0.136668939,-0.425074013,1.084189307,1.076090187,0.351056571,0
6.502132794,-0.544241654,-1.519386812,0.225017414,0.056074721,1.918465256,-0.163825931,0.36929841,0
6.361791215,-1.669210412,-1.30798531,0.419929641,1.012221354,2.436155744,0.222318683,0.552090177,0
14.91284125,-1.566016188,-2.935923769,0.144407604,-1.654535998,2.204424066,0.169535854,0.861613589,0
4.466085099,-1.583777076,-0.961273017,0.418098953,1.513067976,2.353170938,0.162619529,0.464942943,0
3.179956385,1.606098383,-0.628969126,-0.000914419,0.944526472,1.06173685,-0.418325084,-0.227018879,0
14.66527427,0.087598773,-2.973382493,0.267312056,-4.09341084,2.267960737,1.90137683,0.482287919,0
5.515205483,-1.045612857,2.001348608,-0.930295228,4.395532201,-2.327140895,0.246472721,-1.231328771,0
17.41010728,-2.192478847,-1.614920062,-0.974009166,-0.397391029,-0.956573945,0.526951911,0.851254317,0
4.543604517,0.563473795,-0.369503088,-0.449840788,1.602001534,-0.074039915,-0.80928455,-0.80530139,0
5.686419837,-0.744737874,2.212064283,-1.309097637,3.885615573,-3.221937059,0.642426322,-1.232289932,0
12.82241715,0.564605477,-3.695540599,-0.135558525,-3.267755823,1.73674504,-0.575240001,0.252008527,0
3.482382592,0.428931891,-0.382526913,0.390691789,2.12144524,1.599451059,-0.524692636,-0.895875303,0
13.68011859,-0.742131244,-3.588679952,0.391410967,-2.947456788,2.669343915,-0.260863929,0.625205439,0
3.47926153,2.161171886,-0.09510046,-0.050043597,0.500341561,0.969590817,1.504655573,-0.273307816,0
5.418367794,0.004348675,-3.208516726,0.750751402,-2.426013524,3.707879228,-0.664154795,0.449312146,1
6.118047884,-0.697066515,-2.598893962,0.290195407,-2.572981409,1.983388148,-1.350764422,0.538653991,1
3.059268451,0.417882549,-0.208594306,0.078885168,0.136343127,0.842595784,0.474265921,-0.145111491,0
2.719080263,0.539562833,-0.557811036,0.205723276,-0.148605723,1.410654463,0.338292269,-0.309880038,0
3.880654639,0.896243538,0.377845174,-0.703250391,0.566780071,-1.180752188,0.424399619,-0.317703306,0
5.626732595,0.640346657,1.370974209,-0.318082939,2.564383782,-0.263625858,2.216179162,-0.479945186,0
4.756569636,-0.252607896,1.157739022,-0.343550889,4.54574244,-0.0546775,0.799857795,-0.316985235,0
15.88981863,-2.601069996,-2.081237651,-0.444238922,-0.832018337,-0.128124385,-0.555466849,-0.007365736,0
15.19336719,-1.872825173,-2.326966759,-0.236381827,-1.729963734,0.766480652,0.798519041,-0.11691374,0
14.92858102,-0.631790429,-3.353037901,-0.157612588,-2.407068716,1.83033186,0.633118896,1.007305431,0
2.807547767,-0.258243519,-0.822486523,0.236880002,1.067223942,1.552904784,-0.319238393,-0.046491757,0
0.640645778,1.86084064,0.585679877,-0.70459429,2.391921013,0.092354059,-0.040333843,-0.021696244,0
7.328738701,-0.834583111,-0.535122154,-0.550578996,0.469736395,-0.617781111,-0.512424766,-0.599764595,0
7.939216706,0.403273493,0.227467703,-0.618584681,1.077565968,-0.207759876,1.006664137,0.295974429,0
0.596578977,-0.221942091,-0.862797025,0.52190624,1.19544861,2.48582565,0.260461475,0.386085931,0
1.36210951,1.35765104,1.400705822,2.327918493,4.231132369,-2.803774426,0.191662387,-2.244795282,0
2.247701949,3.50231103,7.924597733,2.740025681,-1.27757449,0.364875479,-1.075294192,0.579170284,0
1.862481684,3.578600203,6.722547756,2.801118347,-0.985434367,1.560826325,-0.710830497,0.499257704,0
2.048907635,3.541454234,7.30717352,2.771900179,-1.129126493,0.980153652,-0.887521342,0.538735641,0
2.534727202,3.445196084,8.81011153,2.692548197,-1.486842362,-0.521538927,-1.347645523,0.635575535,0
2.06936345,4.244254438,7.65262396,2.087063472,-1.425822674,-0.587024451,-0.940993872,0.744589457,0
2.158535033,3.873730608,7.788598638,2.413682679,-1.35251237,-0.111012953,-1.008537222,0.661665249,0
2.383020877,2.936785717,8.131057647,3.23481414,-1.160610601,1.086961749,-1.175069096,0.45481793,0
-0.0332928,1.621870691,5.584472237,2.407696973,-2.697801592,1.172540018,-1.7877515,1.198606024,1
0.623553465,2.372089417,6.275150368,2.558069039,-2.454864294,1.035967938,-1.536241532,1.013816386,0
1.174892091,2.844688575,6.843151409,2.643196647,-2.126806185,0.848335172,-1.360559938,0.863497021,0
3.011373425,3.82926534,8.679971486,2.771817707,-0.557874476,-0.041660398,-0.901780396,0.38129983,0
2.453530906,2.838209447,7.35240691,2.25504859,0.320577633,0.010924495,-0.911702604,0.258739478,0
2.637492257,3.658762471,8.767140454,2.055760204,-1.928762001,-1.338029356,1.147488879,0.028782103,0
2.501047047,3.602432119,8.469148472,2.298685305,-1.694789286,-0.733973889,0.357549926,0.22395008,0
2.367054153,3.548751001,8.179724524,2.533677047,-1.471337585,-0.14912374,-0.405745962,0.412981278,0
2.105904717,3.44882727,7.624749924,2.981543435,-1.053829546,0.967030545,-1.858101888,0.773930276,0
3.085510667,4.257157256,11.04640077,4.068443476,-3.0755304,0.462507743,-1.769560016,1.155724261,0
1.379178101,2.726285736,4.703371741,1.373524948,0.570408898,0.270433341,-0.365470059,-0.012701334,0
2.06936345,4.244254438,7.65262396,2.087063472,-1.425822674,-0.587024451,-0.940993872,0.744589457,0
2.118830764,3.218107259,8.421280608,3.033235902,-1.807356754,0.397941624,-1.187247806,0.525853597,0
2.02893923,3.020244038,8.767416644,3.23748052,-2.176496224,0.42087184,-1.265263933,0.488874459,0
1.965527241,4.380406587,8.669980909,3.378609799,-3.407047131,0.832841265,-1.295417237,1.003918607,0
1.789834393,2.492393862,9.690710002,3.782245589,-3.159517417,0.482332069,-1.473124951,0.390517167,0
1.527246689,1.911710415,10.70634839,4.381508181,-4.239657703,0.550238647,-1.702001828,0.282659124,0
1.801934016,3.294194339,7.414335308,2.472799474,-0.319542932,0.357888889,-1.077019415,0.347223721,0
1.758648184,3.040885716,6.727856856,2.172047561,-0.239187935,0.335123386,-0.789661903,0.249313077,0
1.779445965,3.164177055,7.061339006,2.318100298,-0.277182666,0.346043366,-0.929537825,0.296752295,0
1.826311894,3.431487682,7.788571935,2.636904205,-0.366791369,0.370743512,-1.232716293,0.401005459,0
1.85252245,3.576477306,8.18495814,2.810841985,-0.418785478,0.384663694,-1.397146609,0.458222896,0
2.082551494,3.058213993,8.104698103,3.147896824,-1.529770927,0.422326797,-1.079769246,0.571238695,0
1.92873801,2.648502314,8.270309526,3.525218442,-1.766325007,0.474763413,-1.084536834,0.563274077,0
1.771372799,2.232345243,8.439906311,3.91076428,-2.011501134,0.528050152,-1.090090085,0.555118797,0
1.781385659,4.934963801,9.13470262,3.7805593,-4.762385218,1.128197658,-1.436866874,1.273074456,0
1.609843114,1.808690315,8.611381952,4.303716399,-2.264206829,0.581871516,-1.095910564,0.546129214,0
1.665142172,5.278086294,9.42013892,4.028829333,-5.605381407,1.310806438,-1.525401404,1.440074222,0
2.395504301,2.306471822,7.680816952,2.357138666,-0.02287219,-0.05836301,-0.633374078,0.561549961,0
2.323774876,2.929247633,7.814298795,2.557636632,-0.669234504,0.160193071,-0.863153594,0.570146242,0
1.006972926,4.285442082,5.78500891,2.773788364,-2.748071244,1.652012505,-1.032774388,0.666895501,0
3.306478219,2.838612105,9.647780412,2.678553911,0.042710281,-0.76134599,-1.146671724,0.479428538,0
-1.310111496,4.517205228,-1.351389871,-2.136540893,-0.338518795,-0.668902902,-0.171278475,2.520024869,0
-1.412056398,4.228258708,-1.34429684,-2.210228678,-0.324411606,-0.779276874,-0.251299426,2.610262741,1
-1.186930248,4.793901539,-1.339260472,-2.066885553,-0.319198083,-0.582996947,-0.096300139,2.426678407,0
-0.827729064,4.866292675,-1.054124719,-2.062945811,0.149630932,-0.755036034,-0.011018967,2.276196395,0
-0.759355632,5.010177069,-0.93944574,-2.29583536,0.25417808,-1.192637991,0.030979092,2.353472988,0
-0.572291744,5.059819118,-0.685462002,-2.568641087,0.58476039,-1.770837585,0.078705837,2.403672893,0
-0.679045129,4.918871077,-0.800799544,-2.663424237,0.229924812,-2.07253582,-0.372494402,2.320852591,0
0.23721542,1.610118408,0.85519157,-0.531925963,1.085619091,-0.692989375,1.498497096,-0.062283736,0
-0.714000764,1.029120961,0.186699557,-0.425183407,0.089721603,-0.134514063,1.035598026,0.272657172,0
-1.175355905,0.651565068,-0.095126691,-0.38331134,-0.316617171,0.09479429,0.770196408,0.440126052,0
-0.445899107,2.049389164,0.272626201,-0.399943127,-0.135897287,-0.171465252,1.136471787,0.078304165,0
0.02111307,0.697526834,0.769683884,-0.555648769,1.295012955,-0.659858241,1.44752137,0.109679882,0
0.220474957,0.040376627,0.997160215,-0.631649635,1.958991418,-0.886973013,1.593692388,0.128212091,0
-0.295587617,1.142961195,0.958926292,-0.232323347,0.16704979,-0.395918367,1.201131676,0.05239059,0
-0.389567653,0.912062552,1.404293234,0.027058688,-0.281824525,-0.36813493,1.09777469,0.010746911,0
-0.209822774,1.367717677,0.5334642,-0.479620063,0.600499727,-0.422267983,1.293738062,0.092217705,0
-0.209822774,1.367717677,0.5334642,-0.479620063,0.600499727,-0.422267983,1.293738062,0.092217705,0
-0.276121625,1.076930346,0.444771095,-0.627073185,0.249605129,-0.956695654,0.462574695,-0.092133503,0
-0.353155553,0.799480549,0.354785728,-0.773813675,-0.099217146,-1.486563625,-0.358495193,-0.271171969,0
-0.144688074,1.51550141,0.462237281,-0.544636128,0.788361697,-0.447153611,1.11659124,0.088074248,0
-0.323169201,1.108819525,0.658268718,-0.365732288,0.270452332,-0.377887458,1.604879765,0.10004609,0
-0.455678602,0.805223523,0.807568398,-0.234876729,-0.109467026,-0.322937135,1.965187481,0.10316339,0
-0.06177053,-0.34949372,1.286723534,0.057847633,-0.455789165,-0.118316589,1.280681458,-0.181524949,0
-0.154899425,0.898676769,0.517531388,-0.178917996,0.736497186,0.102499365,1.270372549,-0.014310269,0
-0.253806211,1.86366751,0.543840862,-0.797725373,0.453753065,-0.979994083,1.321586838,0.207004769,0
-0.31652178,2.392208118,0.562126125,-1.138472279,0.302007074,-1.574545142,1.349579158,0.328897152,0
-0.469461674,1.298554588,0.340763147,-0.350018269,0.233129712,-0.515325666,0.901225241,-0.582735301,0
-0.743653872,1.225281397,0.15631053,-0.222699023,-0.139737286,-0.607611554,0.506118239,-1.274384015,0
-0.15499997,1.288392178,0.690988139,-0.598810067,0.580899414,-0.830364334,1.247426873,0.098010361,0
-0.262977164,1.444381348,0.381457891,-0.364680224,0.619065202,-0.028813455,1.337394632,0.086465387,0
-0.093727367,1.078941588,0.582440996,-0.062889889,0.870884599,-0.014921236,0.943845993,0.102289833,0
-0.33189634,1.672995802,0.481402282,-0.91898059,0.314374283,-0.851583812,1.662002637,0.081940437,0
0.908640882,0.110199497,1.959618946,-1.014293763,2.663245884,-2.166761978,1.435891821,-0.111366001,0
0.344748094,0.787264381,1.21686454,-0.733642027,1.592052289,-1.246321106,1.392155033,-0.008393293,0
-0.719258648,1.907191485,-0.097891476,-0.241629345,-0.312781241,0.332448495,1.176159743,0.182300142,0
-0.287802141,0.978961851,0.292307678,-0.266411629,0.887343496,-0.309688451,1.409966045,0.153221807,0
-0.123814835,1.796235926,0.807653253,-0.718170746,0.281288621,-0.543298537,1.166606185,0.0204189,0
1.589816353,0.9134737,-0.171117525,-0.462302541,-0.102772396,-0.344549132,2.020250232,0.147018424,0
-0.135012813,1.599760651,0.389758508,-0.722867901,0.756745107,-0.459510166,1.3107089,0.095564062,0
-1.223910564,1.859583128,-0.524707371,-0.548760305,-1.561515422,-0.052291365,1.703854286,0.513270637,1
-0.685990342,1.603890566,0.042185741,-0.511671481,-0.40383634,-0.251482528,1.484286347,0.288098468,0
0.275702966,1.121793231,1.031089537,-0.447409319,1.62011238,-0.598532965,1.100350276,-0.103861231,0
-0.321959115,1.316570385,0.278971512,-0.394882465,0.751008374,-0.112831417,0.903882941,0.186403258,0
-0.092368852,1.423651853,0.80330049,-0.569375908,0.440248919,-0.751390277,1.707066378,-0.007940351,0
-0.7446806,4.859056704,-0.872523171,-2.707521,0.028959336,-2.210335462,-0.598541002,2.282643759,0
-1.201811923,4.615527599,-1.185678496,-2.388634238,-0.151796869,-1.169027096,-0.132971645,2.592453327,0
-1.374412199,0.446824482,-0.22262619,-0.365130336,-0.487002593,0.186634326,0.638073989,0.522122894,1
-0.089602401,1.031875371,0.650343159,-0.517507613,0.950548021,-0.544552109,1.3728088,0.10239459,0
0.118146811,0.36934679,0.885264748,-0.594398051,1.630431499,-0.776391375,1.521095728,0.120164537,0
-2.01788528,-4.56826198,0.901891632,-1.041053437,-0.308123108,-3.984550043,-4.821743858,-0.479519501,0
-0.364848401,1.0149831,0.702779404,-0.324524978,0.151891407,-0.362107645,1.716475772,0.10211107,0
-0.08353641,1.180244935,0.893488956,-0.748971137,0.55230082,-1.334108813,1.195295733,0.098858562,0
-0.303332044,1.508319025,0.25884579,-0.275978798,0.633726546,0.272287401,1.368798974,0.086036281,0
-0.48783726,-2.225652318,0.766599194,1.282953245,1.358084142,2.991467951,0.462668089,-0.58202493,0
-1.551682885,-2.262927615,0.609763,0.667788212,0.799828709,1.127927448,-0.03104811,-0.235625307,0
-1.456940688,-2.432516091,0.690309697,0.620857949,1.020151333,1.01415613,0.038991283,-0.222532438,0
-1.522059093,-2.737600661,0.988738263,0.552250742,1.032865753,0.780229792,-0.377074109,0.064309461,0
-1.621083167,-2.145755982,0.58380134,0.751856904,0.796688073,1.565385904,-0.123012892,0.053237077,0
-1.44881898,-1.978143224,0.694132466,0.763132595,0.943435977,1.529804287,-0.003210985,-0.033739751,0
-1.57180766,-2.826964104,1.049121934,0.508464073,0.871100846,0.559485241,-0.442640428,0.072721154,0
-1.335591836,-2.574951421,1.19419525,0.528539031,1.060153739,0.530471039,-0.265976362,-0.038319834,0
-0.860443236,-4.314039468,0.887118037,-1.18617651,1.227743008,-4.276382074,-4.880814552,-2.219430217,0
-0.950017769,2.16966013,-0.399364243,-0.126176622,-0.741251368,0.684437062,1.111927372,0.224445474,0
-0.255135542,1.230457861,0.616700513,-0.332119108,0.506003145,-0.402448264,1.28246218,0.093310917,0
-0.314828708,1.041298325,0.734903974,-0.134176393,0.376643026,-0.371568649,1.268876789,0.089774051,0
-0.936655121,1.729890807,-0.245239346,-0.529010353,-0.980394328,-0.15197856,1.594297921,0.40020909,1
-1.427480511,4.435134217,-1.527445363,-1.888099903,-0.544173921,-0.170781312,-0.21142911,2.452858861,1
-1.160154036,4.4659121,-1.121437014,-2.430031763,-0.078432509,-1.14934475,0.029307053,2.470698396,0
-1.470089768,4.580366193,-1.594521681,-1.839483741,-0.620259199,-0.177298316,-0.373909402,2.571358317,1
-1.495431978,4.033494565,-1.466744588,-2.074133551,-0.540411368,-0.594171023,-0.500412563,2.497989711,1
-1.496729101,3.912116283,-1.460931148,-2.136825742,-0.613108646,-0.803195749,-0.721361448,2.444826386,1
-1.498033129,3.790746616,-1.455035418,-2.19948017,-0.685634462,-1.012114468,-0.942137005,2.391743629,1
-1.29648134,4.211086316,-1.337918814,-2.197060524,-0.184272778,-0.77063559,-0.036429613,2.589990038,0
-1.39700482,3.918313299,-1.329239616,-2.272085697,-0.166899827,-0.884589399,-0.116341234,2.680829834,0
-1.177583022,4.492277243,-1.3299189,-2.125647843,-0.172532748,-0.678753493,0.038314121,2.49676089,0
-0.823942691,4.572393532,-1.050279337,-2.119885417,0.284994808,-0.84389352,0.12212342,2.345957591,0
-0.754964472,4.71276137,-0.934943946,-2.354733407,0.392569044,-1.285215413,0.165364268,2.424692185,0
-0.566845955,4.760423651,-0.680047306,-2.629689362,0.72594382,-1.867650655,0.213780099,2.475862309,0
-0.672890322,4.615515188,-0.79435375,-2.724974563,0.373306632,-2.171624564,-0.238543327,2.392982112,0
-0.738259305,4.553480492,-0.865608824,-2.76931026,0.173449394,-2.310507843,-0.465074419,2.354829523,0
-1.188521434,4.306235512,-1.172366771,-2.451106591,0.003906994,-1.273966697,0.002934058,2.664107364,0
-1.413858112,4.132112081,-1.514109892,-1.946687363,-0.391771447,-0.269130909,-0.077548678,2.521311085,1
-1.146753619,4.161870095,-1.108081976,-2.491805761,0.074378425,-1.252488272,0.164373488,2.540256091,0
-1.456687907,4.272225985,-1.581344453,-1.89865247,-0.465200583,-0.277164003,-0.239227137,2.64185959,0
-1.479179125,3.724876014,-1.450598493,-2.134809382,-0.382606965,-0.698587231,-0.367124503,2.566828599,1
-1.479993522,3.60221022,-1.444199089,-2.1977987,-0.454452528,-0.908895834,-0.588895011,2.513427363,1
-1.480816024,3.479543041,-1.437716981,-2.260749688,-0.526122558,-1.11909674,-0.810485508,2.460111045,1
-3.177269739,-2.719540037,-0.503235488,0.927439094,-2.000236512,1.197095999,0.422997812,0.743185391,0
-0.70186314,-2.807901404,1.807314822,1.185748747,0.075778997,-0.456081385,-0.722691256,-0.949457665,0
-0.763920269,-2.057604682,1.244384387,0.280415622,0.171918507,-1.073012389,-0.077015106,-0.895409096,0
