PC1,PC2,PC3,PC4,NP_CCC
6.502132794,-0.544241654,-1.519386812,0.225017414,0
6.361791215,-1.669210412,-1.30798531,0.419929641,0
14.91284125,-1.566016188,-2.935923769,0.144407604,0
4.466085099,-1.583777076,-0.961273017,0.418098953,0
3.179956385,1.606098383,-0.628969126,-0.000914419,0
14.66527427,0.087598773,-2.973382493,0.267312056,0
5.515205483,-1.045612857,2.001348608,-0.930295228,0
17.41010728,-2.192478847,-1.614920062,-0.974009166,0
4.543604517,0.563473795,-0.369503088,-0.449840788,0
5.686419837,-0.744737874,2.212064283,-1.309097637,0
12.82241715,0.564605477,-3.695540599,-0.135558525,0
3.482382592,0.428931891,-0.382526913,0.390691789,0
13.68011859,-0.742131244,-3.588679952,0.391410967,0
3.47926153,2.161171886,-0.09510046,-0.050043597,0
5.418367794,0.004348675,-3.208516726,0.750751402,1
6.118047884,-0.697066515,-2.598893962,0.290195407,1
3.059268451,0.417882549,-0.208594306,0.078885168,0
2.719080263,0.539562833,-0.557811036,0.205723276,0
3.880654639,0.896243538,0.377845174,-0.703250391,0
5.626732595,0.640346657,1.370974209,-0.318082939,0
4.756569636,-0.252607896,1.157739022,-0.343550889,0
15.88981863,-2.601069996,-2.081237651,-0.444238922,0
15.19336719,-1.872825173,-2.326966759,-0.236381827,0
14.92858102,-0.631790429,-3.353037901,-0.157612588,0
2.807547767,-0.258243519,-0.822486523,0.236880002,0
0.640645778,1.86084064,0.585679877,-0.70459429,0
7.328738701,-0.834583111,-0.535122154,-0.550578996,0
7.939216706,0.403273493,0.227467703,-0.618584681,0
0.596578977,-0.221942091,-0.862797025,0.52190624,0
1.36210951,1.35765104,1.400705822,2.327918493,0
2.247701949,3.50231103,7.924597733,2.740025681,0
1.862481684,3.578600203,6.722547756,2.801118347,0
2.048907635,3.541454234,7.30717352,2.771900179,0
2.534727202,3.445196084,8.81011153,2.692548197,0
2.06936345,4.244254438,7.65262396,2.087063472,0
2.158535033,3.873730608,7.788598638,2.413682679,0
2.383020877,2.936785717,8.131057647,3.23481414,0
-0.0332928,1.621870691,5.584472237,2.407696973,1
0.623553465,2.372089417,6.275150368,2.558069039,0
1.174892091,2.844688575,6.843151409,2.643196647,0
3.011373425,3.82926534,8.679971486,2.771817707,0
2.453530906,2.838209447,7.35240691,2.25504859,0
2.637492257,3.658762471,8.767140454,2.055760204,0
2.501047047,3.602432119,8.469148472,2.298685305,0
2.367054153,3.548751001,8.179724524,2.533677047,0
2.105904717,3.44882727,7.624749924,2.981543435,0
3.085510667,4.257157256,11.04640077,4.068443476,0
1.379178101,2.726285736,4.703371741,1.373524948,0
2.06936345,4.244254438,7.65262396,2.087063472,0
2.118830764,3.218107259,8.421280608,3.033235902,0
2.02893923,3.020244038,8.767416644,3.23748052,0
1.965527241,4.380406587,8.669980909,3.378609799,0
1.789834393,2.492393862,9.690710002,3.782245589,0
1.527246689,1.911710415,10.70634839,4.381508181,0
1.801934016,3.294194339,7.414335308,2.472799474,0
1.758648184,3.040885716,6.727856856,2.172047561,0
1.779445965,3.164177055,7.061339006,2.318100298,0
1.826311894,3.431487682,7.788571935,2.636904205,0
1.85252245,3.576477306,8.18495814,2.810841985,0
2.082551494,3.058213993,8.104698103,3.147896824,0
1.92873801,2.648502314,8.270309526,3.525218442,0
1.771372799,2.232345243,8.439906311,3.91076428,0
1.781385659,4.934963801,9.13470262,3.7805593,0
1.609843114,1.808690315,8.611381952,4.303716399,0
1.665142172,5.278086294,9.42013892,4.028829333,0
2.395504301,2.306471822,7.680816952,2.357138666,0
2.323774876,2.929247633,7.814298795,2.557636632,0
1.006972926,4.285442082,5.78500891,2.773788364,0
3.306478219,2.838612105,9.647780412,2.678553911,0
-1.310111496,4.517205228,-1.351389871,-2.136540893,0
-1.412056398,4.228258708,-1.34429684,-2.210228678,1
-1.186930248,4.793901539,-1.339260472,-2.066885553,0
-0.827729064,4.866292675,-1.054124719,-2.062945811,0
-0.759355632,5.010177069,-0.93944574,-2.29583536,0
-0.572291744,5.059819118,-0.685462002,-2.568641087,0
-0.679045129,4.918871077,-0.800799544,-2.663424237,0
0.23721542,1.610118408,0.85519157,-0.531925963,0
-0.714000764,1.029120961,0.186699557,-0.425183407,0
-1.175355905,0.651565068,-0.095126691,-0.38331134,0
-0.445899107,2.049389164,0.272626201,-0.399943127,0
0.02111307,0.697526834,0.769683884,-0.555648769,0
0.220474957,0.040376627,0.997160215,-0.631649635,0
-0.295587617,1.142961195,0.958926292,-0.232323347,0
-0.389567653,0.912062552,1.404293234,0.027058688,0
-0.209822774,1.367717677,0.5334642,-0.479620063,0
-0.209822774,1.367717677,0.5334642,-0.479620063,0
-0.276121625,1.076930346,0.444771095,-0.627073185,0
-0.353155553,0.799480549,0.354785728,-0.773813675,0
-0.144688074,1.51550141,0.462237281,-0.544636128,0
-0.323169201,1.108819525,0.658268718,-0.365732288,0
-0.455678602,0.805223523,0.807568398,-0.234876729,0
-0.06177053,-0.34949372,1.286723534,0.057847633,0
-0.154899425,0.898676769,0.517531388,-0.178917996,0
-0.253806211,1.86366751,0.543840862,-0.797725373,0
-0.31652178,2.392208118,0.562126125,-1.138472279,0
-0.469461674,1.298554588,0.340763147,-0.350018269,0
-0.743653872,1.225281397,0.15631053,-0.222699023,0
-0.15499997,1.288392178,0.690988139,-0.598810067,0
-0.262977164,1.444381348,0.381457891,-0.364680224,0
-0.093727367,1.078941588,0.582440996,-0.062889889,0
-0.33189634,1.672995802,0.481402282,-0.91898059,0
0.908640882,0.110199497,1.959618946,-1.014293763,0
0.344748094,0.787264381,1.21686454,-0.733642027,0
-0.719258648,1.907191485,-0.097891476,-0.241629345,0
-0.287802141,0.978961851,0.292307678,-0.266411629,0
-0.123814835,1.796235926,0.807653253,-0.718170746,0
1.589816353,0.9134737,-0.171117525,-0.462302541,0
-0.135012813,1.599760651,0.389758508,-0.722867901,0
-1.223910564,1.859583128,-0.524707371,-0.548760305,1
-0.685990342,1.603890566,0.042185741,-0.511671481,0
0.275702966,1.121793231,1.031089537,-0.447409319,0
-0.321959115,1.316570385,0.278971512,-0.394882465,0
-0.092368852,1.423651853,0.80330049,-0.569375908,0
-0.7446806,4.859056704,-0.872523171,-2.707521,0
-1.201811923,4.615527599,-1.185678496,-2.388634238,0
-1.374412199,0.446824482,-0.22262619,-0.365130336,1
-0.089602401,1.031875371,0.650343159,-0.517507613,0
0.118146811,0.36934679,0.885264748,-0.594398051,0
-2.01788528,-4.56826198,0.901891632,-1.041053437,0
-0.364848401,1.0149831,0.702779404,-0.324524978,0
-0.08353641,1.180244935,0.893488956,-0.748971137,0
-0.303332044,1.508319025,0.25884579,-0.275978798,0
-0.48783726,-2.225652318,0.766599194,1.282953245,0
-1.551682885,-2.262927615,0.609763,0.667788212,0
-1.456940688,-2.432516091,0.690309697,0.620857949,0
-1.522059093,-2.737600661,0.988738263,0.552250742,0
-1.621083167,-2.145755982,0.58380134,0.751856904,0
-1.44881898,-1.978143224,0.694132466,0.763132595,0
-1.57180766,-2.826964104,1.049121934,0.508464073,0
-1.335591836,-2.574951421,1.19419525,0.528539031,0
-0.860443236,-4.314039468,0.887118037,-1.18617651,0
-0.950017769,2.16966013,-0.399364243,-0.126176622,0
-0.255135542,1.230457861,0.616700513,-0.332119108,0
-0.314828708,1.041298325,0.734903974,-0.134176393,0
-0.936655121,1.729890807,-0.245239346,-0.529010353,1
-1.427480511,4.435134217,-1.527445363,-1.888099903,1
-1.160154036,4.4659121,-1.121437014,-2.430031763,0
-1.470089768,4.580366193,-1.594521681,-1.839483741,1
-1.495431978,4.033494565,-1.466744588,-2.074133551,1
-1.496729101,3.912116283,-1.460931148,-2.136825742,1
-1.498033129,3.790746616,-1.455035418,-2.19948017,1
-1.29648134,4.211086316,-1.337918814,-2.197060524,0
-1.39700482,3.918313299,-1.329239616,-2.272085697,0
-1.177583022,4.492277243,-1.3299189,-2.125647843,0
-0.823942691,4.572393532,-1.050279337,-2.119885417,0
-0.754964472,4.71276137,-0.934943946,-2.354733407,0
-0.566845955,4.760423651,-0.680047306,-2.629689362,0
-0.672890322,4.615515188,-0.79435375,-2.724974563,0
-0.738259305,4.553480492,-0.865608824,-2.76931026,0
-1.188521434,4.306235512,-1.172366771,-2.451106591,0
-1.413858112,4.132112081,-1.514109892,-1.946687363,1
-1.146753619,4.161870095,-1.108081976,-2.491805761,0
-1.456687907,4.272225985,-1.581344453,-1.89865247,0
-1.479179125,3.724876014,-1.450598493,-2.134809382,1
-1.479993522,3.60221022,-1.444199089,-2.1977987,1
-1.480816024,3.479543041,-1.437716981,-2.260749688,1
-3.177269739,-2.719540037,-0.503235488,0.927439094,0
-0.70186314,-2.807901404,1.807314822,1.185748747,0
-0.763920269,-2.057604682,1.244384387,0.280415622,0
-2.651299627,-6.969628923,1.327098475,-0.061716249,0
-0.870823526,-0.876563275,1.344464344,0.229467339,0
-3.566860651,0.16261893,-1.450349105,-0.324770109,1
-1.51315976,-3.55842429,1.304453748,-1.610222736,0
-0.855960778,-3.531576755,2.270132066,0.977022642,0
-4.025815422,-1.5692987,-2.050772729,0.138649297,1
-2.217828953,-0.113852968,-0.620387323,1.459453826,1
-1.167376919,-3.594845288,0.716794867,0.321332781,0
-2.839782867,-1.700851897,0.296530724,0.666578208,0
-2.077261665,-0.963520425,-1.02500896,1.266125775,1
-0.426532909,-3.142010781,0.491760381,-0.297336131,0
-2.821284464,-1.548400752,-0.921342057,0.13349804,1
-1.239022585,-2.467762245,0.946332455,-0.570697227,0
-2.988837736,-1.29125043,-2.078212552,0.584830654,1
-1.714975473,-2.599979272,-0.331285143,0.095241575,0
-1.213152901,-2.062313356,0.334701058,-0.414476692,0
-2.385704955,-7.290569676,0.377049749,0.142370624,0
-0.760237581,-2.866613836,1.101385253,0.48550947,0
-2.380843008,-3.873975591,-0.116108821,0.943832002,1
-2.257863722,-0.97766191,-0.333701378,1.391735602,1
-3.475423127,-1.957961721,-1.597910918,1.053112166,1
-2.833394854,-0.25010963,-0.764312262,0.128808251,1
-3.013352648,-1.526398065,-2.016485686,0.327514784,1
-2.376821411,-2.346363551,-0.643444656,0.024713634,0
-2.088258716,-2.407369213,0.264781442,0.200156673,0
-2.725266745,-1.335006411,-0.606083211,0.466193586,1
-1.090452941,-3.391754909,0.896117606,0.045648094,0
-2.462037724,-0.631496978,-0.827619559,-0.228416594,1
-1.156157517,-1.64300217,-0.26873809,0.729346713,0
-1.938041114,-2.778723,-0.22984228,-0.310787342,0
-1.345270137,-1.194106308,0.253937038,0.386754342,1
-1.533752875,-0.609169507,0.668304971,1.768452775,0
0.275315496,-4.3616039,1.931292937,-0.320974507,0
-0.572090293,-1.791387141,0.89660666,-1.375179209,0
0.584073432,-3.063817723,1.653724512,-0.180722702,0
-1.011524416,-2.554364848,1.12866083,-0.051868365,0
-0.899098046,-2.055612635,0.769499966,-1.081948238,0
0.208507186,-3.408377607,1.932757955,-0.557304553,0
-1.738930526,-2.256740891,-0.18395794,0.215848051,0
-1.682403051,-0.675025842,0.107090885,0.491976973,0
-1.825041332,-0.973089341,0.165739547,0.532115144,0
-1.447713682,-1.861919675,0.740912746,0.35914351,0
-1.797107058,-2.60802154,0.097748,0.398796251,0
-1.900462012,-2.652050319,0.022446124,0.449151452,0
-1.677497377,-3.424813721,0.238041253,0.171198502,0
-2.139230304,-3.145775753,-0.020374384,0.505165024,0
-2.043486209,-3.131216491,-0.02625502,0.560442912,0
-2.071906232,-3.156012474,-0.147641602,0.306557771,0
-1.6453852,-3.64945766,0.392877324,0.154113633,0
-2.467571156,-5.737530297,0.345495827,-0.463500929,0
-2.166984183,-2.901019708,-0.143814525,0.46158871,1
-2.359619302,-3.311679866,-0.166135972,0.381587287,1
-2.073012136,-3.550500871,0.093418115,0.354486829,0
-2.128853546,-3.953028223,0.161931514,0.208047418,0
-2.073012136,-3.550500871,0.093418115,0.354486829,0
-1.803151743,-3.545348965,-0.03153556,0.212502336,0
-1.540206856,-3.540967237,-0.148765649,0.075156406,0
-2.256618673,-3.000247161,-0.63497017,0.39805261,1
-2.029706556,-3.853478718,-0.506784495,-0.088340339,0
-2.116656078,-4.028562956,0.072947288,0.290532127,0
-2.506655124,-3.014410537,-0.493466819,0.536654352,1
-2.38950919,-3.321730118,-0.011958227,-0.149496382,0
-2.256332235,-5.874871903,0.399802568,-0.732943024,0
-2.169059612,-5.040853646,0.163566313,-0.390420702,0
-2.175922163,-4.641376688,-0.076887917,-0.119244643,0
-1.361139952,-3.155274428,0.563187527,0.675997334,0
-1.200678011,-3.173025964,0.600235844,0.651872328,0
-1.258704991,-3.525483122,0.903546901,1.102499327,0
-1.838672501,-3.284206179,0.196918011,0.79481745,0
-2.074911404,-1.542310978,-0.313806588,0.859473644,1
-1.369295402,-1.084703446,0.213215164,0.665575497,0
-1.784289204,-2.490329491,0.082001352,0.426710551,0
-1.940778417,-1.892586202,-0.144660549,0.784809487,0
-1.788683275,-2.599810122,0.081504631,0.411219926,0
-2.158802612,-2.948841345,-0.134458284,0.24370922,0
-1.625398579,-1.626431007,0.104474842,0.977645217,1
-2.121498818,-1.718697551,-0.22257421,1.077174357,1
-2.388743981,-1.962785422,-0.408253505,1.087155685,1
-2.362034681,-2.008331658,-0.385014246,1.07293572,1
-2.502110368,-1.877007815,-0.552915449,1.11724695,1
-2.359605426,-1.953610765,-0.384569347,1.08034756,1
-2.355234269,-1.844442383,-0.384090035,1.095178005,1
-2.469389827,-1.90505492,-0.46776616,1.105472925,1
-2.794313263,-1.561863415,-0.906549263,1.329172832,1
-2.762249323,-1.683957942,-0.802354797,1.268261503,1
-2.72262712,-1.802377723,-0.714538402,1.223571079,1
-2.675342349,-1.916999625,-0.643464414,1.195459015,1
-2.643593225,-2.044981976,-0.536709577,1.131897631,0
-2.605341113,-2.167435774,-0.447669174,1.085469876,0
-2.567581861,-2.291376352,-0.35818957,1.038424643,0
-2.791399275,-1.451533171,-0.907519532,1.343817539,1
-2.639314826,-1.931312394,-0.536672876,1.147405492,1
-2.75869967,-1.573249688,-0.802844438,1.282993484,1
-2.67865027,-1.810641376,-0.625811538,1.19317295,1
-2.718458175,-1.69130663,-0.71452953,1.238364289,1
-1.873726131,-2.070164467,-0.083207333,0.67523889,1
-1.928151157,-1.917638441,-0.12213748,0.857214165,1
-1.952281828,-1.939611809,-0.260416763,0.76129767,1
-2.009203585,-1.688600702,-0.269886527,0.859486019,1
-2.235139013,-2.478832861,-0.352060098,0.679259687,1
-2.226351677,-2.258709626,-0.351150548,0.709837898,1
-2.385120884,-2.174119686,-0.421740305,0.769212669,1
-2.38914667,-2.285494581,-0.421670399,0.753848223,1
-2.334135868,-2.28857194,-0.421013328,0.786507039,1
-2.468990343,-2.039181091,-0.598300943,0.848656398,1
-2.392313779,-2.035313076,-0.609835988,0.817047774,1
-2.338326647,-2.138744348,-0.437692304,0.906613327,1
-2.313566209,-2.024373584,-0.629575687,0.788744629,1
-1.601251151,-2.10708554,0.18728004,0.881525117,0
-1.883643033,-2.198067554,0.026715534,0.92473376,0
-1.889925932,-2.305805862,0.024439142,0.909996373,1
-2.106916134,-2.325281997,-0.141392695,0.965066988,1
-1.566637877,-1.900369934,0.045408905,0.704484172,0
-1.605246648,-2.739623874,0.318562976,0.48918279,0
-1.536999601,-2.672660058,0.392548153,0.535029926,0
-1.869803912,-3.279396869,0.276176857,0.400005567,0
-1.941733684,-3.239162121,0.240346849,0.491377118,0
-1.641491598,-2.865890605,0.231469902,0.336880367,0
-1.49547753,-3.100571116,0.350778607,0.273690242,0
-1.786605352,-3.0166667,0.128118185,0.359647647,0
-1.884199752,-2.516127548,0.279054954,0.8164275,0
-2.002792411,-2.948938577,0.159485921,0.728401453,0
-1.846358089,-3.410871815,0.389535861,0.60879432,0
-1.785323509,-3.453973429,0.461201212,0.639787063,0
-1.725621515,-3.495863619,0.531670746,0.671075725,0
-1.973321569,-3.472208249,0.458522311,0.546227669,0
-1.747303432,-3.832662012,0.63712752,0.435745247,0
-1.916855122,-3.758354769,0.335686386,0.424144011,0
-1.773951485,-4.22644993,0.48504068,0.279358852,0
-1.947354996,-4.537018516,0.430112628,0.131256768,0
-1.875107553,-2.193844495,0.061298317,0.901487288,0
-1.916326856,-2.874741446,0.283581228,0.652479313,0
-2.219414616,-2.576293183,-0.012336734,0.819440733,0
-1.556108191,-2.573491647,0.041785621,0.317428583,0
-1.523075683,-1.91035775,0.132059024,0.672665237,0
-0.699929552,0.613820639,-0.656614215,-0.738169248,0
-0.992843936,0.776893687,-0.96869366,-0.8635627,0
-0.96510595,0.85577594,-0.954292232,-0.746838999,0
-1.284288362,1.037384529,-1.243025404,-0.934305296,1
-1.097381852,1.623024143,-1.194851519,-0.498699874,0
-1.052330257,1.002271624,-1.113436585,-0.64231617,0
-1.163089759,1.039467168,-1.143698872,-0.810363776,0
-1.339917236,1.215235808,-1.361344776,-0.803056186,0
-1.459975344,1.215377764,-1.460124446,-0.922642497,1
-1.598392285,1.407851381,-1.68387709,-0.983464877,1
-1.247997587,1.179910376,-1.297955652,-0.708057183,0
-1.292975978,1.78293241,-1.378256522,-0.567521282,1
-1.467916186,1.935000369,-1.589136859,-0.567469988,1
-1.192263108,2.130923543,-0.472512941,-2.130779383,0
-2.504295227,3.834890459,-2.059969089,-1.873840128,1
-1.442764743,1.81481602,-0.593267033,-2.179628866,0
-1.743836902,2.086888036,-0.872722177,-2.127704555,1
-0.662700206,1.237247309,0.054090227,-2.469671019,0
-1.637268677,3.065848133,-1.10858258,-2.584195529,1
-1.576692018,2.858458364,-0.842229479,-2.777898282,1
-2.664397112,3.232982042,-1.953204823,-1.81928931,1
-2.630647321,3.104322213,-1.774089388,-1.523677509,1
-2.447243679,3.363205457,-1.716798631,-1.443978917,1
-2.043484868,3.168649835,-1.491777909,-1.300780369,1
-2.596238859,3.652833824,-1.922028947,-1.565949935,1
-2.10187265,3.630583305,-1.731489231,-1.504090996,1
-2.533668809,3.979552436,-2.096429257,-1.846557824,1
-1.93069541,-2.049424776,-1.266803009,0.467655011,1
-1.408096404,-3.838060976,-0.563304762,-0.001491637,0
-1.54402276,-3.897985873,-0.698813944,0.014371846,0
-1.687797263,-3.96163363,-0.839305795,0.031346468,0
-1.535582593,-2.505009728,-0.169864614,0.614524141,1
-1.024972608,-4.166932382,0.449557364,0.23127056,0
-1.17226654,-4.152016673,0.328756972,0.278163756,0
-1.549589761,-2.212406131,-0.499762028,0.271082865,1
-0.987552597,-3.93782927,0.183652114,-0.101544512,0
-1.143380044,-3.913747217,0.044285513,-0.070182648,0
-0.269589986,-2.208872492,1.211062206,0.354006446,0
0.393484631,-2.751476918,1.7989083,0.249109576,0
-0.062591628,-1.799502926,1.233753701,0.512845793,0
-0.29473951,-0.748812571,-0.273873344,-0.383801367,0
0.652432637,-1.014572026,0.579087562,-0.211837536,0
-0.575767769,0.446496626,-0.758894777,0.012248118,1
-0.211920495,-0.195916454,-0.326692527,-0.145673227,0
-1.434751417,3.462645559,-0.574138011,-1.716144464,0
-0.649780817,3.809444885,-1.975858447,-2.413701438,0
-0.353538581,2.624097734,-1.521551957,-1.945340482,0
-1.385680432,2.156247625,-0.766424683,0.212262689,1
-0.071384801,1.590179211,-1.772898968,-0.825255266,0
-0.110945346,3.172813712,-1.526514183,-2.318373981,0
-1.329060311,1.927813276,-0.460531597,-1.668486501,0
-0.942675228,1.805802563,-0.025072054,-0.509423652,0
-0.007399253,2.638077504,-1.043347565,-1.417284177,0
-0.222278359,2.333589043,-1.632602037,-1.417457735,1
-1.446985534,2.05165356,-0.445915799,-0.819207857,1
-1.174119345,1.113576615,-0.174488155,-0.266175085,0
-1.242823862,3.301548619,-1.43446424,-1.382594391,1
-1.016939891,2.857088453,-2.509178125,-1.481179761,1
-0.303372465,3.161620001,-0.488485248,-0.862935433,0
-0.482670439,2.807058099,-1.370179487,-2.320140869,0
-0.350474076,3.774142549,-1.554201159,-2.016827681,0
-0.324376453,2.672603177,-0.786891155,-0.969873079,0
-0.793592435,1.311159995,-0.325467108,-0.594930116,0
-1.10889671,1.949692245,-0.939510399,-0.109882651,0
-0.862971982,3.311650594,-1.877834638,-2.023904512,1
-1.320781405,2.497997554,-0.398741291,-1.428790057,0
-0.420169499,0.943694323,-0.732213903,-1.254271362,0
-0.820220193,2.255778712,-1.328000438,-0.855856986,1
-1.049828737,2.199093198,-1.77905793,-1.413589895,1
-2.087837124,2.546762308,-1.230424543,-0.870018856,1
-1.172871762,2.757132141,-1.800992543,-1.314250619,1
-0.510414397,1.8091391,-1.072793695,-1.057999638,0
-1.922576234,1.453584231,-0.909822745,-1.244745622,1
-1.691810185,-2.539507711,-0.001560868,0.140483076,0
-1.618270664,-3.138954868,0.43879426,-0.148770646,0
-2.23334236,-1.213666614,-1.054028056,0.597720659,1
-1.595610109,-2.375742172,-0.139384161,0.309963906,0
-1.675007704,-1.995351123,-0.315539103,0.38298336,0
-2.163735791,-2.130806989,-0.749757421,0.449029567,0
-1.780453959,-2.025448691,-0.410386753,0.398228543,0
-1.884486978,-2.129423632,-0.471405023,0.395439494,0
-1.673078225,-1.925018953,-0.345660851,0.400044165,0
-1.540035939,-2.461731726,-0.184857811,0.286005195,0
-2.029415247,-1.583414847,-0.643893567,0.511158108,0
-1.858944721,-2.346122164,-0.564008793,0.063170423,0
-1.815130185,-2.175735481,-0.481250922,0.242272734,0
-1.793900818,-1.461874606,-0.381196554,0.050893556,0
-1.786927012,-1.777564694,-0.399114507,0.245371374,0
-0.996619889,3.442159253,-0.879958361,-0.722022778,0
-1.212989624,3.701496229,-1.106127093,-0.841316678,1
-0.993390871,3.457472032,-0.864052815,-0.783962446,0
-1.218703953,3.72011824,-1.092173038,-0.902408609,1
-1.370738277,3.904625065,-1.252853816,-0.985848322,1
-0.992164157,3.479980383,-0.851659354,-0.847366974,0
-1.223875472,3.749747619,-1.085955987,-0.968818979,1
-1.458848351,4.030043636,-1.330877676,-1.090482796,1
-0.991189343,3.500999723,-0.843939479,-0.905581188,0
-1.310346013,3.865651949,-1.160809931,-1.068347435,1
-1.550792398,4.156889007,-1.413406298,-1.196989171,1
-0.997864437,3.520972232,-0.831427125,-0.966260716,0
